round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,clearing_residue,negative_wealth_persons,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,rung,system,seed,identity
39,64,3,3,3026.4664,0.0,3052.8595,0.0,4971.485999999999,1673.8338,3297.652199999999,0.0,137.8044,12.070585375000004,0.00375,0.0,0.0,0.0,1.0,165.90999667956177,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,26.39309999999998,670.2150999999973,0.0,135,185.166,226.54539999999983,520.1023,80.99539999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,110.5307,0.0,0.0095300889108618,3.377109774436092,4.307353731343287,1.7236648148148146,1.3055507462686566,2.459259446320848,2.454320936216915,134.0,133.0,67.0,254.66666666666663,184.0,25.0,16,0,0,0,5,2.0,256.0,1576.1692999999996,812.9349,528.3699,96,0,0,16,0.15155367212932,0.5767377821710424,0.1904420008686402,0,569.5109,449.15560000000016,5,0,54.0,0,0,0,0.0,0,0.0,5085.932620895523,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,93.0779,23.0,108.9923,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6351931120327785,48,1107.9403,16,3977.992320895523,3,1236.3626,3,-46.913700000000006,2,23.440500000000007,-1673.8338,19.10637313432836,0,0,67,67,5 + government bonds,debt,4,9.094947017729282e-13
40,64,3,3,2978.9580999999994,0.0,3005.9344,0.0,5092.276999999999,1683.9783,3408.2987,0.0,134.84999999999997,12.362583750000002,0.00375,0.0,0.0,0.0,1.0,177.3466370146468,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,26.976299999999988,686.2657999999976,0.0,140,184.2706,231.77890000000005,362.9115000000001,77.29089999999995,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,122.71649999999998,0.0,0.0096250726749326,3.336489583333333,4.302460606060605,1.6795730769230774,1.2988030303030311,2.386330094107818,2.3806913081304075,132.0,144.0,66.0,256.0,180.0,25.0,18,0,0,1,10,9.0,256.0,1532.1933,784.6417,560.0364999999999,96,0,0,16,0.1645926677870866,0.5868807046478453,0.1740140080335475,0,560.6863000000001,480.4545,10,0,52.0,0,0,0,0.0,0,0.0,5129.9044746268655,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,87.33780000000003,21.0,102.0866,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6306663424488308,48,1072.1558999999995,16,4057.748574626865,3,1296.2910000000002,3,12.147100000000025,2,24.28999999999981,-1683.9783,19.58326119402985,0,0,66,66,5 + government bonds,debt,4,9.094947017729282e-13
41,64,3,3,2930.9949,0.0,2958.7074,0.0,5204.705999999999,1702.662,3502.0439999999994,0.0,93.74530000000004,12.777374125,0.00375,0.0,0.0,0.0,1.0,168.69811740236744,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,27.712499999999977,702.0309999999976,0.0,147,186.5209,234.4841,655.7591000000001,77.47019999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,114.72560000000004,0.0,0.0103454184392033,3.4233566929133863,4.234426470588237,1.6501375000000005,1.268033823529412,2.351074456900248,2.3092705688864954,136.0,127.0,68.0,254.66666666666669,183.0,25.0,17,0,0,1,5,4.0,256.0,1508.7177999999994,791.1089,539.7456999999999,96,0,0,16,0.1611038401283526,0.5846677302896464,0.1767481771742889,0,553.7281999999999,434.76630000000006,5,0,48.0,0,0,0,0.0,0,0.0,5165.446763636365,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,79.20660000000002,20.0,91.4225,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,17,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6311808328279473,48,1080.009,16,4085.437763636364,3,1356.3519,3,19.250500000000017,2,25.292399999999866,-1702.662,19.482045454545467,0,0,68,68,5 + government bonds,debt,4,9.094947017729282e-13
42,64,3,3,2865.383400000001,0.0,2894.1804,0.0,5319.551,1689.7291,3629.8219,0.0,127.7779,13.128500625,0.00375,0.0,0.0,0.0,1.0,171.3217605217042,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,28.796999999999983,717.4974999999981,0.0,148,175.07839999999996,240.6899,299.0292,78.1224,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,115.9433,0.0,0.0089862068403602,3.3452787878787875,4.261590909090908,1.6238826086956522,1.3102151515151512,2.4129803454960275,2.2399924518199,132.0,132.0,66.0,254.66666666666663,180.0,25.0,17,0,0,1,6,3.0,256.0,1510.1086,749.4267,534.1594,96,0,0,16,0.1496581334448399,0.5824277323638472,0.1715599723950456,0,558.6315999999998,441.57679999999993,6,0,46.0,0,0,0,0.0,0,0.0,5169.329205882353,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,74.6986,21.0,71.6887,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,17,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6240689451004278,48,1094.7046,16,4074.6246058823535,3,1409.9145,3,41.058400000000006,2,26.643200000000025,-1689.7291,19.02050735294118,0,0,66,66,5 + government bonds,debt,4,9.094947017729282e-13
43,64,3,3,2871.146900000001,0.0,2901.504800000001,0.0,5432.721699999999,1753.3927,3679.3289999999993,0.0,49.5071,13.60721975,0.00375,0.0,0.0,0.0,1.0,168.26528249040643,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,30.357899999999987,732.5734999999983,0.0,152,247.67730000000003,241.9138,510.1007999999998,77.15550000000003,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,114.15070000000004,0.0,0.010965935285485,3.313194029850747,4.249982089552236,1.6041673076923075,1.286289552238806,2.3527119263089857,2.172792678265304,134.0,134.0,67.0,254.66666666666663,182.0,25.0,17,0,0,0,6,3.0,256.0,1500.5521,777.3438,528.1512,96,0,0,16,0.1542455887986162,0.5904975496973006,0.1677491834436522,1,551.3704000000001,443.9680000000001,6,0,52.0,0,0,0,0.0,0,0.0,5260.125618181815,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,83.41669999999999,21.0,65.0998,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,17,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6307475705391237,48,1071.1058,16,4189.019818181818,3,1466.7384000000002,3,62.4444,2,28.4702000000002,-1753.3927,19.653227272727268,0,0,67,67,5 + government bonds,debt,4,9.094947017729282e-13
44,64,3,3,2845.657400000001,0.0,2876.0808,0.0,5553.602,1786.1802,3767.4218,0.0,88.0928,13.792840124999996,0.00375,0.0,0.0,0.0,1.0,173.451009047773,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,30.423399999999987,747.6316999999979,0.0,154,227.65570000000005,253.14520000000007,289.66280000000006,75.1353,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,119.85560000000004,0.0,0.0112447706034544,3.296002112676057,4.223614925373134,1.5768914893617028,1.2611746268656714,2.3133426987610948,2.107608897917344,134.0,142.0,67.0,256.0,180.0,25.0,18,0,0,2,10,9.0,256.0,1467.9434,770.7762,549.7178,96,0,0,16,0.1628303222556131,0.5965103963955247,0.1669923709565526,1,545.6204999999998,468.0323000000001,10,0,47.0,0,0,0,0.0,0,0.0,5235.416855223882,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,74.11390000000003,19.0,57.22,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6305876466430247,48,1052.8108999999995,16,4182.605955223881,3,1526.7945,3,111.40520000000004,2,28.801899999999904,-1786.1802,19.29434328358209,0,0,67,67,5 + government bonds,debt,4,9.094947017729282e-13
45,64,3,3,3086.404500000001,0.0,3116.6577000000007,0.0,5666.296200000001,2084.079,3582.2172,0.0,76.58910000000002,14.123069999999998,0.00375,0.0,0.0,0.0,1.0,166.3428060132209,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,30.25319999999999,762.5349999999972,0.0,158,496.7179,255.9708,704.068,76.70729999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,113.0253,0.0,0.0135688144329466,3.2952511627906973,4.159898529411763,1.563320408163265,1.2925558823529422,2.314205361936972,2.044380630979824,136.0,129.0,68.0,253.3333333333333,183.0,25.0,17,0,0,0,7,3.0,256.0,1608.9722000000002,828.4509,527.1187,96,0,0,16,0.2121885849705793,0.5948030807540925,0.1732670888220084,1,547.7111,425.0874,7,0,49.0,0,0,0,0.0,0,0.0,5251.728462686567,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,76.60269999999998,20.0,121.8627,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,17,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6308839290096178,48,1053.0155,16,4198.712962686566,3,1581.5783,3,116.20029999999996,2,28.897400000000108,-2084.079,18.91761940298507,0,0,68,68,5 + government bonds,debt,4,9.094947017729282e-13
46,64,3,3,3192.1165,0.0,3223.6076,0.0,5787.2659,2237.3783,3549.8876,0.0,257.6956,13.429039999999995,0.00375,0.0,0.0,0.0,1.0,172.4081362291807,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,31.49109999999998,778.6457999999974,0.0,162,381.71220000000005,276.00020000000006,536.8025,75.29239999999997,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,119.10270000000004,0.0,0.0110178466596129,3.239871851851852,4.136140298507463,1.5338879999999997,1.2397970149253734,2.3143167597554264,1.9830492120504288,134.0,135.0,67.0,256.0,181.0,25.0,18,0,0,2,9,3.0,256.0,1634.8591,822.5675,525.0648,96,0,0,16,0.2002262410182624,0.5947547439912781,0.1649002771277765,0,545.7680999999999,437.38270000000006,9,0,50.0,0,0,0,0.0,0,0.0,5334.726570588237,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,76.69439999999997,20.0,209.6251,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6325647052180661,48,1070.6127000000006,16,4264.113870588237,3,1637.6376,3,141.5406,2,30.24829999999996,-2237.3783,19.38833823529413,0,0,67,67,5 + government bonds,debt,4,9.094947017729282e-13
47,64,3,3,3214.9025999999994,0.0,3247.5826,0.0,5891.6572,2312.3145,3579.3427,0.0,321.19350000000014,13.307667624999995,0.00375,0.0,0.0,0.0,1.0,157.04214018277435,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,32.67999999999997,795.292399999997,0.0,165,310.4134,287.62730000000016,570.1017,77.14949999999997,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,104.6318,0.0,0.012860494463057,3.213801526717558,4.106789705882355,1.5914818181818189,1.2361073529411766,2.325886982276392,1.923557735688916,136.0,131.0,68.0,253.3333333333333,185.0,25.0,16,0,0,1,6,1.0,256.0,1644.1215000000002,886.4361999999999,504.2804,96,0,0,16,0.21375130369775,0.5981363178148391,0.1907668038214789,1,541.8268999999999,421.0080000000001,6,0,55.0,0,0,0,0.0,0,0.0,5298.188301492538,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,87.53150000000002,22.0,180.0645,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6368866694832196,48,1046.5359999999998,16,4251.652301492537,3,1694.9821000000002,3,148.1504,2,31.55020000000017,-2312.3145,18.5969552238806,0,0,68,68,5 + government bonds,debt,4,9.094947017729282e-13
48,64,3,3,3138.4085000000005,0.0,3143.891,0.0,6009.525299999998,2270.8523,3738.6729999999984,0.0,391.0239,13.417921375,0.00375,0.0,0.0,0.0,1.0,168.83275936570968,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,5.482499999999976,812.074299999997,0.0,167,218.5445000000001,295.0385999999999,308.4537,75.94879999999992,0.0,27.943200000000004,0.0,0.0,0.0,0,0.0001,0.0,0.0,0.0,0.0,116.8446,0.0,0.0134820183702994,3.175095555555556,4.110871641791042,1.6036615384615385,1.2435985074626863,2.324193402234645,1.8658510036182483,134.0,135.0,67.0,254.66666666666663,182.0,25.0,18,0,0,0,6,2.0,256.0,1560.7738000000004,779.9758,497.5759,96,0,0,16,0.1696862379257004,0.5959857837999907,0.1651442910388576,1,575.1636,428.63790000000006,6,0,52.0,0,0,0,0.0,0,0.0,5362.246888235295,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,83.3904,21.0,300.0829,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6403196427595383,48,1068.2459,16,4294.000988235294,3,1753.881,3,168.8401,2,4.465700000000072,-2270.8523,18.54161029411765,0,0,67,67,5 + government bonds,debt,4,9.094947017729282e-13
49,64,3,3,3091.028200000001,0.0,3108.969,0.0,6127.8239,2301.7631,3826.0608,0.0,310.98179999999985,14.015419000000003,0.00375,0.0,0.0,0.0,1.0,166.4824795564498,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,17.940799999999975,828.3269999999969,0.0,170,247.3868,294.7671000000002,514.4519000000001,73.55820000000001,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,115.12060000000002,0.0,0.0169502735119049,3.1506372093023267,4.093068181818182,1.592518181818182,1.207390909090909,2.2690858556313853,1.809875473509701,132.0,129.0,66.0,256.0,181.0,25.0,18,0,0,2,3,2.0,256.0,1624.8002,843.5647999999999,478.3282,96,0,0,16,0.1983866327841417,0.5924861917700139,0.1679914639834061,1,531.9548000000002,406.43220000000014,3,0,55.0,0,0,0,0.0,0,0.0,5417.793050746267,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,87.58850000000001,22.0,144.335,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6389172343427445,48,1083.3738999999998,16,4334.419150746268,3,1813.0223,3,176.9866,2,14.94110000000008,-2301.7631,18.65397761194029,0,0,66,66,5 + government bonds,debt,4,9.094947017729282e-13
50,64,3,3,2976.6805000000004,0.0,2999.6136999999994,0.0,6236.634300000001,2254.9721,3981.6622000000007,0.0,321.2138000000001,14.343041875000004,0.00375,0.0,0.0,0.0,1.0,159.05439952633623,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,22.93319999999997,844.3761999999972,0.0,176,185.2767,299.62440000000004,575.3833000000001,76.10060000000004,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,108.08829999999998,0.0,0.0150346889836598,3.142101470588236,4.062370769230769,1.651833333333333,1.2201399999999996,2.351823389105195,1.75557920930441,130.0,136.0,65.0,253.3333333333333,182.0,25.0,17,0,0,2,5,7.0,256.0,1609.5974,753.4577,488.4023000000001,96,0,0,16,0.2044367216454252,0.5961376528793825,0.1915463974070366,0,539.3289000000002,427.3258000000001,5,0,60.0,0,0,0,0.0,0,0.0,5385.34030909091,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,99.11,25.0,125.2231,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,17,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6403585603655342,48,1055.8014999999998,16,4329.538809090909,3,1868.9126,3,214.45490000000004,2,20.15119999999989,-2254.9721,18.11086363636364,0,0,65,65,5 + government bonds,debt,4,9.094947017729282e-13
51,64,3,3,2806.1920000000005,0.0,2831.973299999999,0.0,6347.179900000001,2142.6827,4204.497200000001,0.0,222.83500000000004,14.926014250000003,0.00375,0.0,0.0,0.0,1.0,158.64050324103178,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,25.78129999999998,859.8598999999971,0.0,179,128.4226,298.91110000000003,125.8032,74.3010000000001,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,107.81239999999998,0.0,0.0149459890082089,3.181021138211382,4.050447692307691,1.6485684210526317,1.214286153846154,2.300603197187228,1.7029118330252777,130.0,123.0,65.0,253.3333333333333,181.0,25.0,17,0,0,0,2,0.0,256.0,1496.8982,735.1435,463.6956,96,0,0,16,0.1555266583926677,0.5996189122657543,0.1866336992711903,0,528.8489,391.2656,2,0,57.0,0,0,0,0.0,0,0.0,5454.2624,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,93.9684,24.0,110.4547,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,17,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6432779224350005,48,1050.7292,16,4403.533199999999,3,1928.2424,3,217.1424,2,23.217099999999988,-2142.6827,18.302099999999992,0,0,65,65,5 + government bonds,debt,4,9.094947017729282e-13
52,64,3,3,2767.5113,0.0,2795.2953,0.0,6464.2519,2170.559,4293.6929,0.0,89.19570000000002,15.761735875000005,0.00375,0.0,0.0,0.0,1.0,165.70377893285738,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,27.78399999999998,874.5031999999966,0.0,184,243.3151,281.9958000000001,551.3018,75.11179999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,114.24599999999998,0.0,0.0277241295777741,3.1090630434782605,4.092096969696968,1.6151181818181828,1.2256969696969688,2.3068516202353337,1.6518244780345197,132.0,138.0,66.0,256.0,182.0,25.0,18,0,0,0,7,3.0,256.0,1469.896,732.3387,466.2721,96,0,0,16,0.1556059238204608,0.6003020586015744,0.1590946930967605,1,539.877,429.0507,7,0,55.0,0,0,0,0.0,0,0.0,5475.386761538461,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,88.83150000000005,23.0,99.0045,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6445665955855973,48,1051.7338000000002,16,4423.652961538463,3,1985.3522,3,247.1131,2,25.437500000000163,-2170.559,18.21429230769231,0,0,66,66,5 + government bonds,debt,4,9.094947017729282e-13
53,64,3,3,2768.7926000000007,0.0,2797.2789,0.0,6580.7345000000005,2222.7862,4357.948300000001,0.0,64.2554,16.095708875,0.00375,0.0,0.0,0.0,1.0,162.70178807767795,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,28.48629999999996,888.9529999999963,0.0,185,282.3417999999999,281.0605,398.9683,73.1731,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,112.40789999999996,0.0,0.0172391601922149,3.1754103703703707,4.028301492537314,1.5564090909090909,1.198550746268657,2.226891622293962,1.6022697436934836,134.0,135.0,67.0,256.0,183.0,25.0,18,0,0,0,6,4.0,256.0,1456.2580999999996,748.6656,470.9942,96,0,0,16,0.163334120467725,0.6058459025674929,0.1662023536411208,1,527.0588999999998,428.6804,6,0,55.0,0,0,0,0.0,0,0.0,5512.384436363633,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,85.60249999999999,22.0,92.8747,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6490673730722039,48,1022.9259000000002,16,4489.458536363634,3,2044.6947,3,279.2294,2,26.357599999999803,-2222.7862,18.38545454545453,0,0,67,67,5 + government bonds,debt,4,9.094947017729282e-13
54,64,3,3,2708.248999999999,0.0,2737.5923000000007,0.0,6700.847299999999,2221.9906,4478.856699999999,0.0,120.90840000000004,16.336702874999993,0.00375,0.0,0.0,0.0,1.0,165.31617208833808,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.5,0.25,29.343299999999964,903.4536999999966,0.0,189,223.29290000000003,283.8364999999998,219.6002,72.6592,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,113.94889999999998,0.0,0.021484269814236,3.1156488721804503,4.011540298507467,1.5079357142857144,1.2249910447761194,2.247620293083093,1.554201651382679,134.0,133.0,67.0,256.0,179.0,25.0,18,0,0,1,6,4.0,256.0,1449.6048999999998,722.3086,460.1065,96,0,0,16,0.1618096539184574,0.6069853117102997,0.1788260858720218,0,525.6881000000001,414.3812999999999,6,0,42.0,0,0,0,0.0,0,0.0,5529.126774626866,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,63.3333,18.0,76.229,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6508044529938635,48,1027.7462,16,4501.380574626866,3,2099.2086,3,295.7359,2,26.59539999999983,-2221.9906,17.97826119402986,0,0,67,67,5 + government bonds,debt,4,9.094947017729282e-13
55,64,3,3,2698.5925000000007,0.0,2727.981500000001,0.0,6827.820100000001,2266.9126,4560.907500000001,0.0,82.05080000000001,16.79021662499999,0.00375,0.0,0.0,0.0,1.0,169.67362450889206,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.5,0.25,29.38899999999996,917.690599999996,0.0,193,274.3303,283.9868000000001,394.5464,70.60630000000005,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,119.2734,0.9448,0.0307392770402515,3.093693076923077,3.993178787878788,1.4886933333333334,1.2015060606060608,2.2113792976125937,1.5075756018411988,132.0,130.0,66.0,254.66666666666663,177.0,25.0,19,0,0,1,5,2.0,256.0,1463.1357,722.0004,446.5578,96,0,0,16,0.1510802973111107,0.6053462098511642,0.1700154509336262,0,518.4354999999998,402.1801,5,0,45.0,0,0,0,0.0,0,0.0,5624.541604477615,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,66.9912,18.0,66.8986,1,0.0,0.0,,640.0,,,0,0,0.0,0,0.0,,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6502555662862541,48,1047.2596,16,4577.282004477613,3,2154.3513000000003,3,309.5814,2,26.90220000000001,-2266.9126,18.3748656716418,0,0,66,66,5 + government bonds,debt,4,9.094947017729282e-13
