round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,clearing_residue,negative_wealth_persons,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,rung,system,seed,identity
6,128,4,4,5844.281700000001,0.0,5916.701699999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7,0.0,0.0,0.5,0.25,72.41999999999999,191.17029999999977,0.0,124,34.0786,182.41830000000002,1463.8183999999992,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,6.515,0.009902677558027368,4.5429870229007605,5.241191603053441,NaN,1.7150092307692308,2.9101829545454514,3.3662373807439994,262.0,262.0,131.0,510.0,264.0,0.0,61,5,5,4,16,11.0,507.0,3230.993499999999,1286.5579,1326.7303,191,1,0,32,0.3445834435774169,0.6218011525487301,0.47672609095102625,16,991.2394999999997,1190.2625999999993,16,0,0.0,0,0,5,0.0,0,0.0,7233.719879699248,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6293775178721654,96,1332.7535000000005,32,5900.966379699247,4,-1412.0509917293236,4,-1386.2297,2,66.53999999999962,0.0,23.447808270676692,0,0,131,131,0 bare bones,debt,10,-3.410605131648481e-13
7,128,4,4,5693.013200000001,0.0,5764.650200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.5,0.25,71.63699999999999,223.5280999999998,0.0,171,33.1408,184.4092999999999,907.3346999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.7932,0.008577397387957455,4.498213671875,5.186718749999996,NaN,1.6964365079365078,2.8692069767441977,3.2652502593216792,256.0,256.0,128.0,501.6666666666667,258.0,0.0,62,1,1,10,14,9.0,511.0,3017.338,1278.5356000000002,1397.1396,190,2,0,32,0.38925386487195013,0.6509320372066334,0.45032332363021865,17,954.0063999999999,1151.5427,14,0,0.0,0,0,1,0.0,0,0.0,7460.583307692308,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,62,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5174694848816848,96,1074.0193000000004,32,6386.564007692308,4,-1321.925323076923,4,-1265.5803999999998,2,66.14900000000017,0.0,25.725138461538464,0,0,128,128,0 bare bones,debt,10,-3.410605131648481e-13
8,128,4,4,5548.923100000001,0.0,5618.830800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16,0.0,0.0,0.5,0.25,69.9077,254.5752,0.0,213,35.5836,179.6737000000001,783.7728000000001,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1902,0.00989716355443695,4.528750390625002,5.142812499999994,NaN,1.650512698412699,2.812195348837217,3.167292751542029,256.0,256.0,128.0,497.6666666666667,258.0,0.0,61,5,5,10,18,11.0,507.0,2756.8198,1298.4838,1493.6195,190,2,0,32,0.4994095721726173,0.7020394648479678,0.4908323924410103,40,933.5110000000008,1159.3601000000006,18,0,0.0,0,0,5,0.0,0,0.0,7172.17474761905,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520216553242896,96,762.0737000000004,32,6410.1010476190495,4,-1232.3888047619046,4,-1118.8605000000002,2,64.8117000000002,0.0,25.446547619047617,0,0,128,128,0 bare bones,debt,10,-3.410605131648481e-13
9,128,4,4,5398.7399000000005,0.0,5467.385300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18,0.0,0.0,0.5,0.25,68.6454,285.3120999999999,0.0,254,31.9992,182.18239999999997,1277.4890000000005,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,14.4228,0.010167005584780203,4.478085167464117,5.0991420634920726,NaN,1.6870475409836057,2.771225984251975,3.072273968995767,252.0,209.0,126.0,493.66666666666674,253.99999999999997,0.0,61,23,23,14,12,12.0,489.0,2749.4429000000014,1275.9904000000001,1373.3066,188,4,0,32,0.5306212911009172,0.7060703498842089,0.4922460299076239,45,909.7111999999994,935.9198000000005,16,4,0.0,0,0,23,0.0,0,0.0,7015.067609523812,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5401961422169013,96,688.3075000000001,32,6326.760109523811,4,-1136.599038095238,4,-1188.9334,2,63.94140000000034,0.0,24.757690476190486,0,0,126,126,0 bare bones,debt,10,-3.410605131648481e-13
10,128,4,4,5252.201699999998,0.0,5319.3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24,0.0,0.0,0.5,0.25,67.16000000000001,314.7139000000002,0.0,297,30.8872,177.42540000000002,544.7476,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,36.273,0.008937610132148442,4.368769312169312,5.11843076923077,NaN,1.685302,2.6440990476190485,2.9801057499258943,208.0,189.0,104.0,470.33333333333337,209.99999999999997,0.0,67,29,26,17,7,7.0,473.0,2638.499,1295.758,1317.9447,188,4,0,32,0.5575474664998925,0.7236719765745581,0.5390855017194192,50,723.791,825.6973999999999,8,1,0.0,0,0,29,0.0,0,0.0,7034.398065573768,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,67,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5162721750003971,96,570.4341999999998,32,6463.963865573769,4,-1044.4938475409836,4,-1194.0553,2,62.84799999999986,0.0,25.305713114754084,0,0,104,104,0 bare bones,debt,10,-3.410605131648481e-13
11,128,4,4,5103.095300000001,0.0,5167.7564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,32,0.0,0.0,0.5,0.25,64.66110000000002,342.93670000000014,0.0,340,30.7217,179.82809999999998,647.3511,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,51.3323,0.010937019791639687,4.223057142857142,5.058012500000001,NaN,1.6369717391304348,2.5745532646048175,2.8907025774281183,192.0,182.0,96.0,451.3333333333334,194.0,0.0,69,40,32,19,9,7.0,460.0,2501.1054000000004,1313.529,1288.4609,188,4,0,32,0.6214743520255086,0.7451608807984267,0.584514199584411,74,650.0647999999997,768.5963999999999,14,5,0.0,0,0,40,0.0,0,0.0,6922.909840000004,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,69,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5117931739723587,96,409.6093,32,6513.300540000002,4,-956.6820799999998,4,-1173.2991000000002,2,60.74110000000026,0.0,25.27953,0,0,96,96,0 bare bones,debt,10,-3.410605131648481e-13
12,128,4,4,4955.7242,0.0,5018.7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29,0.0,0.0,0.5,0.25,62.97700000000003,370.52270000000004,0.0,379,29.270100000000003,176.6412,277.4590999999999,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,63.57349999999999,0.010518069217724862,4.102979166666663,5.034592307692305,NaN,1.5553666666666657,2.4700893115942093,2.803981500105274,182.0,144.0,91.0,439.0,183.99999999999997,0.0,70,56,46,23,7,3.0,432.0,2480.9654,1340.2315999999998,1134.5272,188,4,0,32,0.6279244122570191,0.7443184013441593,0.604246700779703,71,589.8136000000002,590.8289999999995,10,3,0.0,0,0,56,0.0,0,0.0,6794.756204347826,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,70,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5371351336371082,96,389.39990000000006,32,6405.356304347825,4,-862.7337956521741,4,-1276.9928,2,59.44900000000032,0.0,24.554576086956523,0,0,91,91,0 bare bones,debt,10,-3.410605131648481e-13
13,119,4,4,4801.372499999999,0.0,4854.964200000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,28,0.0,0.0,0.5,0.25,60.361100000000036,396.83989999999994,6.769399999999999,412,28.933100000000003,183.28479999999993,219.51869999999997,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,51.1047,0.011841604313664083,4.02054857142857,4.919614864864867,NaN,1.5369799999999998,2.3568164444444437,2.719862055102116,148.0,140.0,74.0,392.33333333333337,144.0,0.0,73,55,39,24,4,3.0,393.0,2328.0903000000003,1347.8618999999999,1125.4203,188,4,0,32,0.6342896579226331,0.7310057413020905,0.6652574720990851,70,450.0462999999999,562.8767999999998,6,2,0.0,0,0,55,0.0,0,0.0,6454.714299999996,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,73,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5174209889523125,87,293.6293000000001,32,6161.084999999998,4,-789.8543000000002,4,-1235.8597000000002,2,50.4557000000004,0.0,23.330499999999986,9,0,74,74,0 bare bones,debt,10,-3.410605131648481e-13
14,107,4,4,4650.530999999999,0.0,4682.401800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,31,0.0,0.0,0.5,0.25,58.04990000000004,422.61879999999974,26.196499999999997,448,28.0901,178.93160000000006,400.29069999999996,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,62.441399999999994,0.012090699280107654,3.8539901515151525,4.87239508196721,NaN,1.5088228070175436,2.3802607526881716,2.6382661934490526,122.0,132.0,61.0,351.00000000000006,120.66666666666669,0.0,71,46,35,20,7,4.0,354.0,2176.936799999999,1342.0792999999999,1131.5149,188,4,0,32,0.6467512275338227,0.7093302028796626,0.6999007557338262,65,375.2226,508.7267000000001,15,8,0.0,0,0,46,0.0,0,0.0,6303.495300000001,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,71,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4571819108560806,75,221.04449999999997,32,6082.4508,4,-726.5946,4,-1179.5251,2,29.126800000000145,0.0,23.054699999999997,12,0,61,61,0 bare bones,debt,10,-3.410605131648481e-13
15,86,4,4,4472.8217,0.0,4480.703700000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14,0.0,0.0,0.5,0.25,56.233500000000014,447.30849999999964,48.562,466,26.5061,204.21539999999996,195.62830000000002,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,29.4722,0.011321533540436746,3.6180274725274724,4.77604406779661,NaN,1.485005454545454,2.2246330555555596,2.559118207645581,118.0,91.0,59.0,297.0,102.00000000000001,0.0,54,42,33,12,1,0.0,283.0,2105.0355999999992,1339.5627,1028.2234,188,4,0,32,0.5705024280493078,0.621360049512433,0.661534198634933,41,306.6938,329.2405,7,6,0.0,0,0,42,0.0,0,0.0,6233.111415789475,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,54,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3557914101568247,54,266.9552,32,5966.156215789472,4,-660.6551315789475,4,-1232.5766000000003,2,5.5300000000000615,0.0,22.632342105263152,21,0,59,59,0 bare bones,debt,10,-3.410605131648481e-13
16,77,4,4,4340.850799999998,0.0,4344.7936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15,0.0,0.0,0.5,0.25,53.21600000000002,470.19439999999986,49.4837,483,25.9034,157.8743,116.25769999999997,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,25.569000000000003,0.012357940952441575,3.6841307017543845,4.58526551724138,NaN,1.401908,2.795523888888889,29.009140007376157,58.0,114.0,29.0,256.33333333333337,58.00000000000001,0.0,59,31,21,13,9,6.0,253.0,1861.1502000000003,1279.1212,1200.5794,188,4,0,32,0.5500652231077319,0.5843248032094586,0.8158321622072471,38,198.91500000000002,419.99089999999984,12,3,0.0,0,0,31,0.0,0,0.0,5947.433981818178,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,59,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2452178840468475,45,182.26440000000002,32,5765.169581818181,4,-652.3801727272727,4,-1020.2209,2,1.982799999999806,0.0,22.27508181818181,9,0,29,29,0 bare bones,debt,10,-3.410605131648481e-13
17,60,4,4,4222.4048999999995,0.0,4217.3087000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8,0.0,0.0,0.5,0.25,50.09690000000002,492.27080000000007,55.4036,492,62.7015,181.14739999999998,254.012,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,27.1597,0.012758310714152822,3.7465333333333337,4.71420185185185,NaN,1.3678799999999998,2.6628124242424236,28.138865807154875,108.0,102.0,54.0,211.99999999999997,94.66666666666667,0.0,34,15,8,7,6,5.0,215.0,1844.5658999999996,1239.3009,1138.5381,188,4,0,32,0.45193800973262466,0.47217745843687897,0.5918265989012446,20,318.60889999999995,382.1464,7,1,0.0,0,0,15,0.0,0,0.0,5702.98806,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1509850585829713,28,159.33389999999994,32,5543.65416,4,-627.04082,4,-1031.788,2,-6.66420000000018,0.0,21.02862,17,0,54,54,0 bare bones,debt,10,-3.410605131648481e-13
18,53,4,4,4110.8811000000005,0.0,4098.7896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8,0.0,0.0,0.5,0.25,46.57860000000003,513.7288,58.9471,499,45.592000000000006,157.11580000000004,57.7286,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,11.5001,0.011984492964300797,3.5512255102040817,4.683605714285712,NaN,1.3966387096774195,2.8589865740740725,28.31599350087397,70.0,98.0,35.0,197.66666666666669,70.0,0.0,34,7,2,6,5,2.0,200.0,1735.2993,1181.6329,1193.9489,188,4,0,32,0.4200164854602013,0.4169735030808006,0.704787697051426,15,244.374,348.0201,8,3,0.0,0,0,7,0.0,0,0.0,5495.2714000000005,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06790012653755,21,77.96570000000001,32,5417.3057,4,-616.6050000000001,4,-925.9045000000001,2,-13.267499999999997,0.0,20.518199999999997,7,0,35,35,0 bare bones,debt,10,-3.410605131648481e-13
19,49,4,4,4036.050800000001,0.0,4018.2988999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9,0.0,0.0,0.5,0.25,43.51180000000003,534.8169,61.6171,503,83.5548,158.38510000000002,146.0216,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.4626,0.0130353786416979,3.6882265957446823,4.6971162790697685,NaN,1.289869230769231,2.7175912878787867,27.46651369584775,86.0,94.0,43.0,188.66666666666669,84.66666666666666,0.0,27,4,3,3,4,3.0,189.0,1715.5207999999996,1135.4862,1185.0438,188,4,0,32,0.37984055420871154,0.3788989648056875,0.5617011469706068,10,282.25479999999993,346.69330000000014,7,3,0.0,0,0,4,0.0,0,0.0,5516.072961290324,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,27,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964660590384544,17,-1.6923999999999921,32,5517.765361290323,4,-590.8806774193547,4,-884.3369000000002,2,-18.535899999999977,0.0,20.949580645161294,4,0,43,43,0 bare bones,debt,10,-3.410605131648481e-13
20,46,4,4,3925.355700000001,0.0,3905.4892999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,0.0,0.0,0.5,0.25,41.39730000000003,555.5535,61.6171,503,43.56710000000001,154.26219999999998,20.716,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012370709325807461,3.71397159090909,4.66174418604651,NaN,1.3767051282051284,2.770954924242426,26.642518284972326,86.0,88.0,43.0,180.33333333333334,86.66666666666667,0.0,23,5,4,5,8,4.0,179.0,1693.1864000000003,1080.566,1151.6033,188,4,0,32,0.37376674766171236,0.3545950014890722,0.5733089461963905,7,294.31410000000005,326.82949999999994,9,1,0.0,0,0,5,0.0,0,0.0,5184.448030769233,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,23,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0058751288215886,14,-28.3233,32,5212.771330769233,4,-582.0615461538462,4,-867.3046999999999,2,-20.258399999999657,0.0,19.348038461538465,3,0,43,43,0 bare bones,debt,10,-3.410605131648481e-13
21,46,4,4,3812.941099999999,0.0,3792.2813000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8,0.0,0.0,0.5,0.25,40.60390000000003,576.3204999999996,61.6171,505,50.02169999999999,162.4363,46.1703,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01311366594482944,3.7463388235294124,4.69748,NaN,1.4308083333333332,2.7399634146341496,25.843242736423143,80.0,85.0,40.0,172.66666666666666,82.00000000000001,0.0,23,6,5,2,6,3.0,175.0,1656.8317999999997,1026.3048,1129.8045,188,4,0,32,0.37333430193593653,0.3535165424654485,0.5517571776547712,9,276.1861,318.43880000000007,6,0,0.0,0,0,6,0.0,0,0.0,5385.168461538464,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,23,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9553517388581947,14,-26.113799999999998,32,5411.282261538463,4,-560.9670923076924,4,-838.6307999999999,2,-20.659799999999905,0.0,20.650576923076926,0,0,40,40,0 bare bones,debt,10,-3.410605131648481e-13
22,46,4,4,3684.8094,0.0,3663.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,0.0,0.0,0.5,0.25,39.70530000000004,595.9557999999994,61.6171,510,25.353100000000005,153.4848,40.50430000000001,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,10.6731,0.01293682586858737,3.8199433333333324,4.702379069767441,NaN,1.3589230769230762,2.6806829545454565,25.067945454330452,86.0,90.0,43.0,172.66666666666666,88.0,0.0,22,5,3,4,5,6.0,176.0,1602.7912,978.2395,1103.7787,188,4,0,32,0.39239986604238486,0.3574085718429658,0.5553889897962065,10,288.8981,343.7948999999999,6,1,0.0,0,0,5,0.0,0,0.0,5492.110999999999,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,1280.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,22,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9258108843700845,14,-37.4353,32,5529.5463,4,-535.6406999999999,4,-814.1839,2,-21.55840000000012,0.0,21.462125,0,0,43,43,0 bare bones,debt,10,-3.410605131648481e-13
