rung,system,runs,runs_collapsed,alive_at_end,alive_worst,runs_whole,alive_complete_runs,unemployed,tickets,bread_price,public_debt,public_debt_pct_gdp,shortfall_per_month,public_debt_peak,public_debt_peak_month,runs_debt_repaid,public_debt_repaid_month,gini_cash,gini_wealth,wealth_gap_meals,wealth_bottom10_meals,cash_gap_meals,cash_bottom10_meals,under_water,without_cash,land_held_by_households,gini_wealth_firms_attributed,liquidations,refoundings,bank_bailouts,worst_identity_gap
3 + interest on deposits,debt,10,0,128.0,128,10,128.0,48.7,0.0,16.817575763324367,120100.86140000001,227.7203305916541,1224.8070530363536,120100.86140000001,120.0,0,,0.7101991599055948,0.7463041557276637,440.08741429075974,0.2396546754900116,90.83391567015863,0.9198305541212163,3.6,0.0,0.94375,0.7053432487990694,4.4,0.3,3239.67657,1.1641532182693481e-10
3 + interest on deposits,sumsy,10,0,128.0,128,10,128.0,46.6,0.0,4.672470363854015,0.0,0.0,-118.19689083333333,1444.2836899999998,21.9,10,57.5,0.3964531948062283,0.7317031998549373,1007.9895612743392,4.320921869654354,47.20499975016976,4.364547483598845,1.7,0.7,0.9546875,0.6796456395782235,0.0,0.0,0.0,1.8189894035458565e-11
4 + theatres,debt,10,0,128.0,128,10,128.0,39.8,77.40833333333333,14.424190180037277,94233.05674999999,188.71265153297128,736.9439722175605,94233.05674999999,120.0,0,,0.7115239055336847,0.7465715262346186,437.2286360159666,0.89905349923862,78.43613115568601,1.0778855538177516,0.0,0.0,0.9395833333333334,0.6951518139645951,6.8,0.7,5276.45873,7.275957614183426e-11
4 + theatres,sumsy,10,0,127.8,127,10,127.8,31.9,155.28333333333333,6.598653024831054,0.0,0.0,-83.21735249999999,1414.7093399999999,22.0,10,74.2,0.5657823186483142,0.747916872500959,652.9434822468822,-0.2635563202177644,37.68392817806956,0.4159863978579986,9.3,1.5,0.9437499999999999,0.6739596045674418,0.0,0.0,0.0,1.8189894035458565e-11
5 + government bonds,debt,10,0,127.9,127,10,127.9,42.5,49.54166666666667,10.595691334613308,110828.50819000004,322.036403294425,678.295912330473,110828.50819000004,120.0,0,,0.4859094112995891,0.733817199807577,415.000934567806,1.464012167305738,12.811953837345328,0.9931241259882573,0.1,0.0,0.9817708333333334,0.7062837411702099,32.8,21.8,10654.946020000001,2.1827872842550278e-11
5 + government bonds,sumsy,10,0,127.8,127,10,127.8,31.9,155.28333333333333,6.598653024831054,0.0,0.0,-83.21735249999999,1414.7093399999999,22.0,10,74.2,0.5657823186483142,0.747916872500959,652.9434822468822,-0.2635563202177644,37.68392817806956,0.4159863978579986,9.3,1.5,0.9437499999999999,0.6739596045674418,0.0,0.0,0.0,1.8189894035458565e-11
6 + charge on balances,debt,10,0,127.8,126,10,127.8,41.1,51.55833333333334,10.174846097938739,107503.5108,323.0236400255752,600.6142791850546,107503.5108,120.0,0,,0.5141781447651157,0.7415695963189952,539.0234208657791,1.5245364572144235,16.095876380305594,1.0045944701507608,0.2,0.0,0.9677083333333334,0.7210810751971976,34.1,22.9,11130.05334,3.637978807091713e-11
6 + charge on balances,sumsy,10,0,128.0,128,10,128.0,32.0,157.53333333333333,5.8776328963787146,0.0,0.0,-168.85750416666664,1247.56372,17.3,10,46.4,0.5682746115979832,0.7483105299026288,666.1037706484923,-0.3353793543334087,38.0664089850404,0.3081913561683794,9.8,1.6,0.9442708333333334,0.6778100262724162,0.0,0.0,0.0,2.1827872842550278e-11
7 + two more theatres,debt,10,0,127.9,127,10,127.9,44.0,38.375,10.9267245771523,117179.99706999997,318.6494585383507,755.3013992578708,117179.99706999997,120.0,0,,0.48913721684214667,0.7349585654714901,425.2753909870491,1.6817497541399191,13.408164098326381,1.1559949360543853,0.0,0.0,0.9739583333333333,0.7069068572908612,30.0,18.0,10508.534879999997,2.1827872842550278e-11
7 + two more theatres,sumsy,10,0,127.9,127,10,127.9,31.9,155.25,6.717010295975221,0.0,0.0,-81.84415666666669,1421.4005000000002,22.0,10,78.0,0.5730719898926427,0.7479213622570937,614.666272342298,-0.2763282216886526,37.50442346848065,0.37259192961252335,9.7,2.2,0.9395833333333334,0.671220181444851,0.0,0.0,0.0,2.546585164964199e-11
8 + shareholders & share market,debt,10,0,126.9,125,10,126.9,44.2,38.483333333333334,19.197569863280815,194414.44356,307.5926578360517,1222.7800851384459,194414.44356,120.0,0,,0.5262928668231848,0.6863382133942144,314.26247731862645,2.802436557427108,13.650211377890395,0.7478793074975542,0.0,0.0,0.975,0.6863382133942144,34.4,16.6,27626.45748,4.3655745685100555e-11
8 + shareholders & share market,sumsy,10,0,127.9,127,10,127.9,32.1,156.79166666666669,6.254246005819239,0.0,0.0,-93.85786083333329,1434.4171199999998,22.1,10,81.6,0.6111288863851512,0.7507982739046788,777.9054784291795,-0.21321686169004214,52.00678728127004,0.36435408257986956,8.8,1.9,0.934375,0.7507982739046788,0.0,0.0,0.0,2.1827872842550278e-11
9 co-ops (side rung),debt,10,0,127.5,126,10,127.5,44.2,38.70833333333333,16.76431642718648,174753.82680999994,312.65965460561176,1052.1378517261928,174753.82680999994,120.0,0,,0.5202183600596065,0.6867559404483579,432.95138339170063,5.42431034668896,15.662884573931496,0.9939010217751528,0.0,0.0,0.9682291666666668,0.6867559404483579,33.0,17.1,22226.25011,5.093170329928398e-11
9 co-ops (side rung),sumsy,10,0,128.0,128,10,128.0,32.1,155.47500000000002,6.864706267564165,0.0,0.0,-80.46612583333332,1424.31265,22.0,10,86.1,0.6067710343343202,0.712244989543448,744.1116275607395,9.408878665592372,49.63673087368498,0.44258131431884246,0.0,0.0,0.9338541666666667,0.712244989543448,0.0,0.0,0.0,1.8189894035458565e-11
B best SuMSy village: co-ops + reserve,debt,10,0,127.5,126,10,127.5,44.2,38.70833333333333,16.76431642718648,174753.82680999994,312.65965460561176,1052.1378517261928,174753.82680999994,120.0,0,,0.5202183600596065,0.6867559404483579,432.95138339170063,5.42431034668896,15.662884573931496,0.9939010217751528,0.0,0.0,0.9682291666666668,0.6867559404483579,33.0,17.1,22226.25011,5.093170329928398e-11
B best SuMSy village: co-ops + reserve,sumsy,10,0,128.0,128,10,128.0,31.8,156.01666666666668,6.985891332281662,0.0,0.0,-9.563142500000001,1424.31265,22.0,10,86.1,0.6166998907029277,0.7139624800331741,832.5588984004668,10.290212492340341,52.63918835646304,0.40259922086031963,0.0,0.0,0.934375,0.7139624800331741,0.0,0.0,0.0,2.546585164964199e-11
"E10 + government reserve, full money stock",sumsy,10,0,125.9,123,10,125.9,32.7,137.13333333333335,7.024319939515829,0.0,0.0,-7.763598333333329,161.77525,21.6,10,43.3,0.6880818175083168,0.7494872311232796,1146.5714437369882,-0.6469978188552272,62.37965687342073,0.1701604938940845,16.9,3.1,0.9640624999999998,0.7494872311232796,0.0,0.0,0.0,1.4551915228366852e-11
"E2 + government, full money stock",sumsy,10,0,128.0,128,10,128.0,46.7,0.0,3.9821885454551555,0.0,0.0,-139.8194016666667,140.25,1.0,10,21.0,0.32134272336964964,0.7167168629657852,1016.1911280534893,10.399002879885074,47.018632543098605,9.471292442444986,0.0,0.0,0.9838541666666668,0.6859035516538212,0.0,0.0,0.0,3.637978807091713e-11
"E8 + shareholders & share market, full money stock",sumsy,10,0,125.6,123,10,125.6,32.4,135.44166666666666,6.915789456373005,0.0,0.0,-95.78691166666665,140.25,1.0,10,21.0,0.6755671593062349,0.7490925337101298,891.0001454094024,-0.6048046993992532,54.224076862929465,0.14891892439618004,17.0,2.0,0.959375,0.7490925337101298,0.0,0.0,0.0,2.1827872842550278e-11
"EB best SuMSy village, full money stock",sumsy,10,0,127.8,127,10,127.8,32.2,153.46666666666667,7.4276876742318025,0.0,0.0,-10.785053333333337,154.06837000000002,16.7,10,37.4,0.6478690562870971,0.724316408253179,858.1091643638229,7.261352874531565,54.81261257228969,0.29869061503117733,0.0,0.0,0.9578125,0.724316408253179,0.0,0.0,0.0,2.1827872842550278e-11
"F8-2 step 8, full money stock, fee 2 %, prices x 0.79 (control)",sumsy,10,0,127.8,127,10,127.8,33.1,140.85,6.980984194025591,0.0,0.0,-91.65222166666668,110.5361,1.0,10,22.0,0.6628543821869444,0.751430592642086,846.9595292223279,-0.6270677715490802,52.2153942727021,0.20388158382312627,16.8,2.3,0.9609375,0.751430592642086,0.0,0.0,0.0,2.1827872842550278e-11
"F8-3 step 8, full money stock, fee 3 %, matching prices",sumsy,10,0,128.0,128,10,128.0,31.8,154.93333333333334,6.017809280062282,0.0,0.0,-38.20145249999998,364.70584999999994,68.1,10,95.7,0.5929819555215406,0.7463956303972257,531.9793927188526,-0.41921619564715285,37.84739329167544,0.24790436410922792,11.5,2.5,0.9494791666666667,0.7463956303972257,0.0,0.0,0.0,2.546585164964199e-11
"F8-4 step 8, full money stock, fee 4 %, matching prices",sumsy,10,0,128.0,128,10,128.0,32.2,156.72499999999997,5.620114333734692,1529.6432300000004,7.100030335386355,-3.8708016666666536,1640.63455,96.6,0,,0.5290187011269673,0.7424666506935771,380.7263215098785,-0.32547191153861343,28.34851097338146,0.31471117784526814,10.6,1.9,0.9177083333333333,0.7424666506935771,0.0,0.0,0.0,1.8189894035458565e-11
"FF8-3 step 8, filling up, fee 3 %",sumsy,10,0,127.9,127,10,127.9,32.2,157.25833333333333,6.011773384899131,69.19017,0.28103606110846885,-40.720809166666676,1777.2769200000002,55.8,2,120.0,0.5613209974043751,0.7471673202879852,533.2649172052129,-0.27641523280323416,36.40327840595869,0.36812039652078427,9.0,1.8,0.9239583333333334,0.7471673202879852,0.0,0.0,0.0,1.4551915228366852e-11
"FF8-4 step 8, filling up, fee 4 %",sumsy,10,0,127.9,127,10,127.9,31.9,155.16666666666669,5.704456005673132,2987.49597,12.973524915559935,-0.7898300000000177,2995.3200099999995,109.9,0,,0.5169087960017043,0.7435895090851807,377.20715902555133,-0.3462088420422011,27.492447986325665,0.2789039340666971,9.8,2.4,0.9020833333333333,0.7435895090851807,0.0,0.0,0.0,1.0913936421275139e-11
"G10-20 step 10, public employment 20 %",debt,10,0,127.8,127,10,127.8,31.1,39.00000000000001,13.188135248811289,147202.81282999995,329.6504180914143,860.8587178908565,147202.81282999995,120.0,0,,0.5326897740241898,0.7257408273328203,487.2586909811024,2.9158555321629707,17.11527553237788,1.0975539175135818,0.0,0.0,0.9666666666666668,0.7257408273328203,30.4,16.3,16871.88977,3.637978807091713e-11
"G10-20 step 10, public employment 20 %",sumsy,10,0,128.0,128,10,128.0,18.5,157.00833333333335,7.716947578853363,22196.72072,63.5768521849899,140.7238625,22196.72072,120.0,0,,0.5251691596305778,0.7385956051331648,451.07031127575874,0.39489607439225544,33.32977359621115,0.806107427991688,3.3,0.9,0.9125,0.7385956051331648,0.0,0.0,0.0,2.546585164964199e-11
"G10-30 step 10, public employment 30 %",debt,10,0,127.8,126,10,127.8,17.9,39.69166666666667,12.30516020423514,150328.19841999997,356.91881822260797,821.318027062273,150328.19841999997,120.0,0,,0.5429564786754237,0.7298251768320656,544.778365733526,3.902638770183286,19.965850985194777,1.1958505470198468,0.0,0.0,0.9807291666666668,0.7298251768320656,30.0,15.2,18970.51885,2.1827872842550278e-11
"G10-30 step 10, public employment 30 %",sumsy,10,0,128.0,128,10,128.0,5.1,154.1,9.745216621991664,53314.934049999996,112.73517533992101,528.7930241666666,53314.934049999996,120.0,0,,0.33034396738391714,0.7291034115793534,426.8573407605263,3.271003047638298,17.16901823565994,2.965246095192258,0.0,0.0,0.9067708333333334,0.7291034115793534,0.0,0.0,0.0,1.8189894035458565e-11
"G10-40 step 10, public employment 40 %",debt,10,0,127.7,126,10,127.7,4.7,39.90833333333334,9.955124240722547,122585.8929,344.03866283283,632.9297160099429,122585.8929,120.0,0,,0.49500647383995416,0.7293064433216042,499.6531694745303,3.7192451517913496,17.14705221599811,1.2651699945190304,0.0,0.0,0.9750000000000002,0.7293064433216042,27.4,14.6,13369.68082,2.9103830456733704e-11
"G10-40 step 10, public employment 40 %",sumsy,10,0,128.0,128,10,128.0,0.0,154.80833333333334,9.768720646873112,65859.73565999999,130.34578155106095,658.58244,65859.73565999999,120.0,0,,0.30630310320441995,0.725314212271847,415.386541103573,4.043619809452115,16.216129811924194,3.819757134931595,0.0,0.0,0.9088541666666666,0.725314212271847,0.0,0.0,0.0,1.8189894035458565e-11
"G10-50 step 10, public employment 50 %",debt,10,0,128.0,128,10,128.0,0.0,39.65833333333334,10.493359112542526,128633.04842,347.15487391041677,692.3192883333331,128633.04842,120.0,0,,0.48526732536997164,0.7373499702324526,565.046417987418,5.268699578095713,17.17391230200334,1.4370829360775703,0.0,0.0,0.9749999999999999,0.7373499702324526,26.3,13.4,13371.44693,1.8189894035458565e-11
"G10-50 step 10, public employment 50 %",sumsy,10,0,128.0,128,10,128.0,0.0,153.25,9.919709359015991,64280.90712999999,126.93685951999444,673.6638958333331,64280.90712999999,120.0,0,,0.3036617581814562,0.7246901865174715,413.5998925893047,4.046265788357107,15.933554259743843,3.827670841951387,0.0,0.0,0.9062499999999998,0.7246901865174715,0.0,0.0,0.0,2.546585164964199e-11
"G8-20 step 8, public employment 20 %",debt,10,0,127.8,127,10,127.8,31.1,39.00000000000001,13.188135248811289,147202.81282999995,329.6504180914143,860.8587178908565,147202.81282999995,120.0,0,,0.5326897740241898,0.7257408273328203,487.2586909811024,2.9158555321629707,17.11527553237788,1.0975539175135818,0.0,0.0,0.9666666666666668,0.7257408273328203,30.4,16.3,16871.88977,3.637978807091713e-11
"G8-20 step 8, public employment 20 %",sumsy,10,0,128.0,128,10,128.0,18.5,157.00833333333335,7.716947578853363,22196.72072,63.5768521849899,140.7238625,22196.72072,120.0,0,,0.5251691596305778,0.7385956051331648,451.07031127575874,0.39489607439225544,33.32977359621115,0.806107427991688,3.3,0.9,0.9125,0.7385956051331648,0.0,0.0,0.0,2.546585164964199e-11
"G8-30 step 8, public employment 30 %",debt,10,0,127.8,126,10,127.8,17.9,39.69166666666667,12.30516020423514,150328.19841999997,356.91881822260797,821.318027062273,150328.19841999997,120.0,0,,0.5429564786754237,0.7298251768320656,544.778365733526,3.902638770183286,19.965850985194777,1.1958505470198468,0.0,0.0,0.9807291666666668,0.7298251768320656,30.0,15.2,18970.51885,2.1827872842550278e-11
"G8-30 step 8, public employment 30 %",sumsy,10,0,128.0,128,10,128.0,5.1,154.1,9.745216621991664,53314.934049999996,112.73517533992101,528.7930241666666,53314.934049999996,120.0,0,,0.33034396738391714,0.7291034115793534,426.8573407605263,3.271003047638298,17.16901823565994,2.965246095192258,0.0,0.0,0.9067708333333334,0.7291034115793534,0.0,0.0,0.0,1.8189894035458565e-11
"G8-40 step 8, public employment 40 %",debt,10,0,127.7,126,10,127.7,4.7,39.90833333333334,9.955124240722547,122585.8929,344.03866283283,632.9297160099429,122585.8929,120.0,0,,0.49500647383995416,0.7293064433216042,499.6531694745303,3.7192451517913496,17.14705221599811,1.2651699945190304,0.0,0.0,0.9750000000000002,0.7293064433216042,27.4,14.6,13369.68082,2.9103830456733704e-11
"G8-40 step 8, public employment 40 %",sumsy,10,0,128.0,128,10,128.0,0.0,154.80833333333334,9.768720646873112,65859.73565999999,130.34578155106095,658.58244,65859.73565999999,120.0,0,,0.30630310320441995,0.725314212271847,415.386541103573,4.043619809452115,16.216129811924194,3.819757134931595,0.0,0.0,0.9088541666666666,0.725314212271847,0.0,0.0,0.0,1.8189894035458565e-11
"G8-50 step 8, public employment 50 %",debt,10,0,128.0,128,10,128.0,0.0,39.65833333333334,10.493359112542526,128633.04842,347.15487391041677,692.3192883333331,128633.04842,120.0,0,,0.48526732536997164,0.7373499702324526,565.046417987418,5.268699578095713,17.17391230200334,1.4370829360775703,0.0,0.0,0.9749999999999999,0.7373499702324526,26.3,13.4,13371.44693,1.8189894035458565e-11
"G8-50 step 8, public employment 50 %",sumsy,10,0,128.0,128,10,128.0,0.0,153.25,9.919709359015991,64280.90712999999,126.93685951999444,673.6638958333331,64280.90712999999,120.0,0,,0.3036617581814562,0.7246901865174715,413.5998925893047,4.046265788357107,15.933554259743843,3.827670841951387,0.0,0.0,0.9062499999999998,0.7246901865174715,0.0,0.0,0.0,2.546585164964199e-11
"GP10-20 step 10, public employment 20 %, parking tax policy",sumsy,10,0,128.0,128,10,128.0,18.8,158.23333333333332,6.850032474842186,0.0,0.0,46.33868250000002,4411.971669999999,36.7,10,76.4,0.5431503461320325,0.7417562968431597,548.068184910613,0.40911986802759487,38.93162049302146,0.8140694379975285,3.9,0.7,0.9380208333333334,0.7417562968431597,0.0,0.0,0.0,2.1827872842550278e-11
"GP10-30 step 10, public employment 30 %, parking tax policy",sumsy,10,0,128.0,128,10,128.0,4.9,157.11666666666665,8.233714152674308,0.0,0.0,-109.85759083333335,13582.45941,60.1,10,103.6,0.3791954142237285,0.7261748177360264,349.29595191533406,3.2696276814910794,20.570487431660432,3.246601637497547,0.0,0.0,0.9171875,0.7261748177360264,0.0,0.0,0.0,2.546585164964199e-11
"GP10-40 step 10, public employment 40 %, parking tax policy",sumsy,10,0,128.0,128,10,128.0,0.0,153.8,9.533188303128151,0.0,0.0,-330.9347566666667,18895.743710000002,66.2,10,113.5,0.2970914373431858,0.7177669120494228,276.5623201685511,3.608677455997609,13.549168214445189,3.608677455997609,0.0,0.0,0.915625,0.7177669120494228,0.0,0.0,0.0,2.9103830456733704e-11
"GP10-50 step 10, public employment 50 %, parking tax policy",sumsy,10,0,128.0,128,10,128.0,0.0,150.9,9.499176402291248,0.0,0.0,-328.1349091666666,18143.854660000005,65.2,10,113.1,0.30676608562098656,0.7192721751075339,283.8611591153023,3.645366051704329,14.434684574238554,3.644724696777115,0.0,0.0,0.9125,0.7192721751075339,0.0,0.0,0.0,2.1827872842550278e-11
"L10 + government reserve, land levy",sumsy,10,0,127.7,127,10,127.7,31.9,156.3,6.610629995199339,0.0,0.0,-155.8590875,146.91713000000001,3.9,8,26.0,0.5914219273366113,0.7543306207396674,727.8339446259596,-0.2202547034895938,46.00221888495837,0.4236774394885302,8.4,1.5,0.8765625,0.7543306207396674,0.0,0.0,0.0,2.1827872842550278e-11
"L2 + government, land levy",sumsy,10,0,128.0,128,10,128.0,46.4,0.0,4.675222184049413,0.0,0.0,-66.7753508333333,144.74157000000002,3.6,8,25.625,0.30434171892576456,0.705716849979233,572.9766401212626,6.356024565817155,36.24780818540953,4.517041270392488,1.4,0.2,0.8697916666666666,0.5905194468101465,0.0,0.0,0.0,1.4551915228366852e-11
"LB best SuMSy village, land levy",sumsy,10,0,128.0,128,10,128.0,31.2,155.65,7.386715303553062,0.0,0.0,-89.80532583333328,144.26421000000002,4.0,8,25.625,0.5834022203321855,0.6793332311305467,561.4716934371938,13.999138076982456,45.406891874454395,0.562819822524303,0.0,0.0,0.8380208333333332,0.6793332311305467,0.0,0.0,0.0,2.546585164964199e-11
"LD10 + government reserve, land levy, land dividend",sumsy,10,0,128.0,128,10,128.0,31.6,156.46666666666667,12.237056281288854,0.0,0.0,-919.9922533333331,146.91713000000001,3.9,8,26.0,0.2837853626206373,0.31228286757411067,12.323829767184048,0.39048891774250993,10.525518812711626,0.8052422677797224,3.3,0.0,0.04687500000000001,0.31228286757411067,0.0,0.0,0.0,1.4551915228366852e-11
"N10 step 10, market entry",debt,10,0,126.9,125,10,126.9,41.2,53.3,18.97696432495787,192369.13104000007,313.9016727907025,1097.0654341455468,192369.13104000007,120.0,0,,0.5156001338044323,0.6912417474234172,355.127084963088,3.1874269445498133,13.78700776288388,0.8247196508092383,0.0,0.0,0.9770833333333334,0.6912417474234172,35.7,17.7,28554.990660000003,6.548361852765083e-11
"N10 step 10, market entry",sumsy,10,0,128.0,128,10,128.0,22.5,238.33333333333334,4.160181002931428,0.0,0.0,-4.308615000000012,1435.8297,22.0,10,61.2,0.5434467443909212,0.7440432064947227,1662.8526022930696,3.4101625773695887,87.0088579261612,3.5362432854503383,1.1,0.3,0.9510416666666666,0.7440432064947227,0.0,0.0,0.0,1.4551915228366852e-11
"N8 step 8, market entry",debt,10,0,126.9,125,10,126.9,41.2,53.3,18.97696432495787,192369.13104000007,313.9016727907025,1097.0654341455468,192369.13104000007,120.0,0,,0.5156001338044323,0.6912417474234172,355.127084963088,3.1874269445498133,13.78700776288388,0.8247196508092383,0.0,0.0,0.9770833333333334,0.6912417474234172,35.7,17.7,28554.990660000003,6.548361852765083e-11
"N8 step 8, market entry",sumsy,10,0,128.0,128,10,128.0,22.9,238.71666666666664,3.999950299911138,0.0,0.0,-134.80039666666664,1435.8297,22.0,10,61.2,0.5156679165782816,0.7416929654561859,1385.7024261810645,3.571411370880874,73.40287354114476,3.685942825911036,1.2,0.2,0.9505208333333334,0.7416929654561859,0.0,0.0,0.0,3.2741809263825417e-11
"NB co-op village, market entry",debt,10,0,127.5,126,10,127.5,40.6,54.15,16.950274907162846,175464.07173000003,315.68756903762295,972.3184434569815,175464.07173000003,120.0,0,,0.5167500681241121,0.671793555256341,335.5720494457804,5.269277168518,13.96734174214816,0.8917563195327697,0.0,0.0,0.9802083333333332,0.671793555256341,33.5,17.2,24468.70044,2.9103830456733704e-11
"NB co-op village, market entry",sumsy,10,0,128.0,128,10,128.0,22.1,241.54999999999995,4.648451980783301,0.0,0.0,-6.580315000000003,1428.69343,22.0,10,60.5,0.512051064548351,0.7158657214561936,1369.2072997925438,16.126391646981766,78.0233036822641,4.2674937598901055,0.0,0.0,0.9531250000000002,0.7158657214561936,0.0,0.0,0.0,1.4551915228366852e-11
"NLD10 levy and land dividend, market entry",sumsy,10,0,128.0,128,10,128.0,26.3,200.26666666666668,4.457919512217443,0.0,0.0,-1081.4188625,146.91713000000001,3.9,8,26.0,0.39931753826475075,0.17033745718748722,49.51416540637651,25.229629979950527,46.65619693980846,1.6057308577020575,0.0,0.0,0.8963541666666666,0.17033745718748722,0.0,0.0,0.0,1.8189894035458565e-11
S1 step 10 + greedy quarter,debt,10,0,127.3,124,10,127.3,41.3,21.2,15.403740440395705,167324.86316000004,343.8691162968365,873.7777006901279,167324.86316000004,120.0,0,,0.5213694202025916,0.6978297380285703,378.16995081641926,2.956063781184977,15.739460534186074,0.986145165410808,0.0,0.0,0.9692708333333334,0.6978297380285703,53.8,37.8,24634.894259999997,2.1827872842550278e-11
S1 step 10 + greedy quarter,sumsy,10,0,128.0,128,10,128.0,10.5,158.73333333333332,5.2956124982023765,0.0,0.0,-7.730739999999986,1383.65713,20.9,10,57.4,0.5211509018994221,0.736031529477083,636.5694476707772,3.1900597628412752,50.93832903485423,3.229994937045749,0.4,0.2,0.9182291666666668,0.736031529477083,19.0,18.9,0.0,3.2741809263825417e-11
S2 step 11 + greedy quarter,debt,10,0,127.2,126,10,127.2,37.2,26.375,4.788698428311475,56014.803859999985,371.44831481065785,181.1335055245599,56014.803859999985,120.0,0,,0.6442529826821052,0.7607284713268212,600.865643252207,-2.630068746354764,27.733625815107438,0.67021872085015,41.1,0.0,0.90625,0.7607284713268212,35.1,26.2,8585.020310000004,9.094947017729282e-12
S2 step 11 + greedy quarter,sumsy,10,0,128.0,128,10,128.0,12.2,159.03333333333333,4.655634625609357,231.05684000000002,0.9635697062453893,37.41647666666667,239.96347,84.9,3,24.666666666666668,0.5424113509082561,0.7365960918556622,784.0248362006312,2.79501865511381,64.67024356242499,2.895854806192854,0.6,0.1,0.9296875,0.7365960918556622,16.3,15.8,0.0,1.8189894035458565e-11
S3 step 10 + everyone greedy,debt,10,0,127.4,126,10,127.4,40.7,15.300000000000002,14.431045056235584,156192.1821,353.8249819428245,864.2852771071812,156192.1821,120.0,0,,0.48791894319626455,0.6923289675573935,455.2996898181459,4.683052638481148,15.282159570579077,1.3572597231780885,0.0,0.0,0.9489583333333332,0.6923289675573935,52.7,38.6,23058.078090000003,3.637978807091713e-11
