round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,variant,system,seed,identity,seconds,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate
82,64,3,3,16977.744700000007,0.0,133.6891,29.9861,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3432.1773,0.0,-295.24749999999983,0.0,266,320.0,308.78369999999995,29.9861,169.64890000000008,0.0,0.0,0.0,0.0,0.0,0,97.1582,320.0,308.78369999999995,119.85149999999999,45.5,0.0,0.0,0.05,4.823335384615382,5.690316923076924,2.8909779661016946,NaN,3.7938849604794043,3.996871076556076,130.0,130.0,65.0,254.66666666666666,209.0,25.0,10,0,0,1,6,1.0,256.0,8635.9696,1748.3253,2180.4249,26,70,0,5,0.2675061122407143,0.5835451079970115,0.3261350023735001,0,974.4482,627.0335999999998,6,0,118.0,0,0,0,0.0,0,0.0,25569.66319048192,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,341.13539999999995,52.0,883.6894,2,165.99050000000003,116.19309999999999,3.0502819512659998,640.0,51.09375,1.6320682812499998,0,0,0.0,0,0.0,327.0,25,5.718391113281251,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2241.4968,129.4528,9.181997051292,0.0,9.181997051292,0.0,165.99050000000003,5031.5061000000005,4812.4396,0.6345372584830966,59,19941.909760945513,5,5627.753429536409,3,0.0,3,0.0,2,97.1582,3432.1773,50.62499999999998,0,0,65,65,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
83,64,3,3,16988.742099999996,0.0,125.71189999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3463.9168,0.0,-296.5843999999998,0.0,266,320.0,309.00260000000003,0.0,169.28829999999988,0.0,0.0,0.0,0.0,0.0,0,97.1782,320.0,309.00260000000003,119.63770000000004,45.5,0.0,0.0,0.05,4.708447368421054,5.644285074626868,2.8541271317829455,NaN,3.7006835439990344,3.8769649442593934,134.0,133.0,67.0,254.66666666666666,213.0,25.0,10,0,0,2,3,5.0,256.0,8625.6014,1759.9908,2151.9773999999998,26,70,0,5,0.2586538049248368,0.5813290334738985,0.3046935458631168,0,969.9861000000002,626.2235000000002,3,0,129.0,0,0,0,0.0,0,0.0,25559.294990481918,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,368.1824,52.0,890.0775,2,165.5008,115.85030000000002,3.0502819512659998,640.0,51.09375,1.6300382226562498,0,0,0.0,0,0.0,327.0,25,5.8421416015625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2241.4968,121.8162,11.980126917393477,0.0,11.980126917393477,0.0,165.5008,4998.9755000000005,4802.0457,0.6326346272238221,59,19928.611760945507,5,5630.683229536407,3,0.0,3,0.0,2,97.1782,3463.9168,50.62499999999998,0,0,67,67,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
84,64,3,3,16999.511300000002,0.0,118.79199999999999,1.0573,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3498.7524,0.0,-297.8413999999998,0.0,267,320.0,309.23080000000004,2.1146,171.52940000000007,0.0,0.0,0.0,0.0,0.0,0,96.9525,320.0,309.23080000000004,119.38930000000003,45.5,0.0,0.0,0.05,4.860829230769229,5.518603124999995,2.8395930769230784,NaN,4.278963210865326,4.997942777036387,128.0,130.0,64.0,253.33333333333334,207.0,25.0,11,0,0,0,6,1.0,256.0,8708.321,1755.6967,2148.4269,26,70,0,5,0.2609851984527216,0.579624798361851,0.36656633356492785,0,1065.7803000000004,631.9077999999998,6,0,130.0,0,0,0,0.0,0,0.0,25642.01459048192,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,369.1471000000002,52.0,791.3618,2,173.8037,121.6628,3.0502819512659998,640.0,51.09375,1.6092256640624998,0,0,0.0,0,0.0,327.0,25,5.787802897135416,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,8,0.0,0,0.0,2242.5541,115.23689999999999,8.659516431924658,0.0,8.659516431924658,0.0,173.8037,5063.696299999999,4695.4854000000005,0.6311924942447318,59,20032.32996094551,5,5609.6846295364085,3,0.0,3,0.0,2,96.9525,3498.7524,50.62499999999998,0,0,64,64,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
85,64,3,3,17010.060400000002,0.0,153.2937,42.5318,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3514.9267,0.0,-299.02939999999984,0.0,268,320.0,309.45089999999993,85.0636,155.29930000000002,0.0,0.0,0.0,0.0,0.0,0,96.5549,320.0,309.45089999999993,119.33140000000002,45.5,0.0,0.0,0.05,4.9825953125,5.852742647058824,2.9337992307692295,NaN,4.236763729874773,4.848004493725296,136.0,128.0,68.0,256.0,215.0,25.0,10,0,0,1,2,0.0,256.0,8718.593800000002,1798.3553000000002,2113.2619,26,70,0,5,0.26155411201460055,0.5804457728267041,0.3308843224412974,0,1090.7272000000003,637.7722,2,0,130.0,0,0,0,0.0,0,0.0,25652.287390481917,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,381.39389999999986,52.0,768.3678,2,119.8939,83.92609999999998,3.0502819512659998,640.0,51.09375,1.6061982421874996,0,0,0.0,0,0.0,327.0,25,5.651412109375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2285.0859,150.07920000000001,19.382108614606693,0.0,19.382108614606693,0.0,119.8939,5091.0294,4679.985,0.6319201114586683,59,20059.831660945507,5,5592.455729536408,3,0.0,3,0.0,2,96.5549,3514.9267,50.62499999999998,0,0,68,68,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
86,64,3,3,17020.429299999996,0.0,143.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3533.2706,0.0,-300.5621999999999,0.0,268,320.0,309.63109999999995,0.0,159.4872000000001,0.0,0.0,0.0,0.0,0.0,0,97.47309999999999,320.0,309.63109999999995,119.24920000000002,45.5,0.0,0.0,0.05,4.9405212121212125,5.936290625000002,3.0199507692307694,NaN,4.233536806184585,4.702564358913535,128.0,132.0,64.0,254.66666666666666,206.99999999999997,25.0,11,0,0,1,4,1.0,256.0,8720.9736,1825.0135999999998,2115.7897,26,70,0,5,0.2626276174887172,0.580468763081194,0.35704982303425137,0,1056.1153,652.1488,4,0,130.0,0,0,0,0.0,0,0.0,25654.667190481927,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,392.59360000000004,52.0,727.9087,2,134.125,93.8869,3.0502819512659998,640.0,51.09375,1.6039964843749994,0,0,0.0,0,0.0,327.0,25,5.557070638020833,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,8,0.0,0,0.0,2285.0859,140.2631,0.0,0.0,0.0,0.0,134.125,5082.343800000001,4668.7119999999995,0.6318871790987681,59,20044.07156094552,5,5610.5956295364085,3,0.0,3,0.0,2,97.47309999999999,3533.2706,50.62499999999998,0,0,64,64,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
87,64,3,3,17030.574600000007,0.0,132.9803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3548.8882,0.0,-301.9936999999999,0.0,268,320.0,309.8547,0.0,156.51899999999983,0.0,0.0,0.0,0.0,0.0,0,97.92660000000001,320.0,309.8547,119.19270000000003,45.5,0.0,0.0,0.05,4.966074242424243,5.938186363636367,3.0974169230769233,NaN,4.116550552922587,4.561487428146129,132.0,132.0,66.0,254.66666666666666,211.0,25.0,10,0,0,0,2,3.0,256.0,8696.185200000002,1860.1989,2116.8521,26,70,0,5,0.25732891583024253,0.5802205272865346,0.3421777048721033,0,1048.8768000000002,655.5218000000001,2,0,130.0,0,0,0,0.0,0,0.0,25629.878790481915,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,402.66420000000005,52.0,710.5236,2,124.41979999999998,87.0937,3.0502819512659998,640.0,51.09375,1.6076805859374999,0,0,0.0,0,0.0,327.0,25,5.51243212890625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2285.0859,130.447,6.9341104581826585,0.0,6.9341104581826585,0.0,124.41979999999998,5035.983700000002,4687.5746,0.6316438157522828,59,20000.13386094551,5,5629.744929536409,3,0.0,3,0.0,2,97.92660000000001,3548.8882,50.62499999999998,0,0,66,66,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
88,64,3,3,17040.527600000005,0.0,122.8236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3569.2636,0.0,-303.32349999999985,0.0,268,320.0,310.0469999999999,0.0,162.03559999999996,0.0,0.0,0.0,0.0,0.0,0,98.0787,320.0,310.0469999999999,119.08530000000003,45.5,0.0,0.0,0.05,4.929589393939395,5.815043750000004,3.166990476190477,NaN,4.093900583735906,4.424642805301746,128.0,132.0,64.0,256.0,207.0,25.0,11,0,0,2,4,5.0,256.0,8672.5863,1876.181,2125.8406,26,70,0,5,0.2629663827545303,0.5834591757023002,0.3490283532380436,0,1028.209,650.7058000000002,4,0,126.0,0,0,0,0.0,0,0.0,25606.279890481925,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,399.0408000000001,52.0,698.5774,2,143.1676,100.2179,3.0502819512659998,640.0,51.09375,1.6102244140624995,0,0,0.0,0,0.0,327.0,25,5.419647298177083,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,8,0.0,0,0.0,2285.0859,120.6309,0.0,0.0,0.0,0.0,143.1676,5046.591599999999,4700.599,0.634437488569292,59,19959.606660945512,5,5646.673229536408,3,0.0,3,0.0,2,98.0787,3569.2636,50.62499999999998,0,0,64,64,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
89,64,3,3,17050.2973,0.0,112.6669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3589.6625,0.0,-304.5517999999998,0.0,268,320.0,310.23030000000006,0.0,161.9604,0.0,0.0,0.0,0.0,0.0,0,97.8943,320.0,310.23030000000006,118.97569999999995,45.5,0.0,0.0,0.05,4.956166176470588,5.848887878787877,3.181760769230768,NaN,3.9944018364928886,4.291903521142693,132.0,136.0,66.0,253.33333333333331,211.0,25.0,10,0,0,0,5,8.0,256.0,8608.557900000002,1903.1566,2141.8669,26,70,0,5,0.2679660889761226,0.5865574755899907,0.33028376347709276,0,1024.911,674.0386,5,0,130.0,0,0,0,0.0,0,0.0,25542.251490481925,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,413.6288999999999,52.0,709.1591,2,143.2813,100.2966,3.0502819512659998,640.0,51.09375,1.6206899609374998,0,0,0.0,0,0.0,327.0,25,5.534487141927083,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2285.0859,110.81479999999999,0.0,0.0,0.0,0.0,143.2813,5041.1511,4754.1826,0.6370930067350173,59,19874.01026094551,5,5668.241229536408,3,0.0,3,0.0,2,97.8943,3589.6625,50.62499999999998,0,0,66,66,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
90,64,3,3,17059.856800000005,0.0,102.51020000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3610.6263,0.0,-305.6784999999999,0.0,268,320.0,310.4405,0.0,163.3358,0.0,0.0,0.0,0.0,0.0,0,97.6986,320.0,310.4405,118.85829999999996,45.5,0.0,0.0,0.05,4.942551968503939,5.8035318181818125,3.2158115044247784,NaN,3.9468150944382456,4.163146415508412,132.0,127.0,66.0,256.0,211.0,25.0,11,0,0,1,6,2.0,256.0,8633.819200000002,1924.6461,2115.698,26,70,0,5,0.26914608079817093,0.5874537260019594,0.33423742060010664,0,1014.3492999999997,627.7041000000003,6,0,113.0,0,0,0,0.0,0,0.0,25567.512790481913,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,363.38669999999996,52.0,677.3686,2,148.2591,103.78120000000001,3.0502819512659998,640.0,51.09375,1.6135669335937495,0,0,0.0,0,0.0,327.0,25,5.44091259765625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,8,0.0,0,0.0,2285.0859,100.99870000000001,42.496643246445274,0.0,42.496643246445274,0.0,148.2591,5142.5604,4717.7127,0.6378884181836744,59,19909.65906094551,5,5657.8537295364085,3,0.0,3,0.0,2,97.6986,3610.6263,50.62499999999998,0,0,66,66,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
91,64,3,3,17069.219999999998,0.0,123.90900000000002,31.555500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3632.6231,0.0,-306.70359999999994,0.0,268,320.0,310.63679999999994,31.555500000000002,164.6312999999999,0.0,0.0,0.0,0.0,0.0,0,97.368,320.0,310.63679999999994,118.73110000000004,45.5,0.0,0.0,0.05,4.829071428571427,5.6333343283582105,3.2122753968253974,NaN,3.870715600470713,4.03825202304316,134.0,140.0,67.0,254.66666666666666,213.0,25.0,10,0,0,1,7,8.0,256.0,8538.358499999998,1939.5364,2139.8342,26,70,0,5,0.273149065149642,0.588900768787749,0.3175811304629854,0,1007.9944000000004,676.0699999999998,7,0,126.0,0,0,0,0.0,0,0.0,25472.052090481917,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,404.7467000000001,52.0,721.4998,2,153.00050000000002,107.10010000000001,3.0502819512659998,640.0,51.09375,1.6298086718749998,0,0,0.0,0,0.0,327.0,25,5.475000488281251,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2314.078,120.1747,9.235477366183147,0.0,9.235477366183147,0.0,153.00050000000002,5046.6633999999995,4800.8704,0.6391658544005225,59,19799.77686094551,5,5672.275229536408,3,0.0,3,0.0,2,97.368,3632.6231,50.62499999999998,0,0,67,67,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
92,64,3,3,17078.401100000003,0.0,112.17450000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3658.1156,0.0,-307.94259999999986,0.0,268,320.0,310.8189000000001,0.0,167.09179999999992,0.0,0.0,0.0,0.0,0.0,0,97.2744,320.0,310.8189000000001,118.56010000000002,45.5,0.0,0.0,0.05,4.80480396825397,5.6667044776119395,3.2221130081300804,NaN,3.766120277403416,3.917104462351865,134.0,126.0,67.0,254.66666666666669,212.00000000000003,25.0,9,0,0,0,4,2.0,256.0,8531.201500000001,1957.3813,2095.5934,26,70,0,5,0.27347384278902576,0.5915093513003054,0.31417138153778845,0,982.1041999999999,605.4053000000002,4,0,123.0,0,0,0,0.0,0,0.0,25464.895090481925,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,396.3198999999999,51.0,738.8349000000001,2,161.77230000000003,113.2409,3.0502819512659998,640.0,51.09375,1.6280389843749998,0,0,0.0,0,0.0,327.0,25,5.5660056966145826,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9,0.0,0,8,0.0,0,0.0,2314.078,108.909,7.434616836715634,0.0,7.434616836715634,0.0,161.77230000000003,5104.962,4791.8096000000005,0.6414022863886784,59,19761.487960945513,5,5703.407129536408,3,0.0,3,0.0,2,97.2744,3658.1156,50.62499999999998,0,0,67,67,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
93,64,3,3,17087.396000000004,0.0,100.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3684.1541,0.0,-309.06429999999983,0.0,268,320.0,311.0050999999999,0.0,167.8420999999999,0.0,0.0,0.0,0.0,0.0,0,97.0362,320.0,311.0050999999999,118.38380000000004,45.5,0.0,0.0,0.05,4.835895488721805,5.652172727272726,3.141120000000001,NaN,4.221335329684796,9.785528582228014,132.0,133.0,66.0,256.0,211.0,25.0,11,0,0,0,4,3.0,256.0,8567.6292,1880.0269,2091.986,26,70,0,5,0.27839496317429324,0.5926283348467292,0.3395395828419139,0,1073.6374999999998,643.1741000000001,4,0,130.0,0,0,0,0.0,0,0.0,25501.322790481925,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,408.3456000000001,52.0,766.5636,2,164.86100000000002,115.40309999999998,3.0502819512659998,640.0,51.09375,1.6176418945312494,0,0,0.0,0,0.0,327.0,25,5.564912760416667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,8,0.0,0,0.0,2314.078,97.6433,0.0,0.0,0.0,0.0,164.86100000000002,5143.725300000002,4738.5765,0.642423619814577,59,19792.80786094551,5,5708.514929536408,3,0.0,3,0.0,2,97.0362,3684.1541,50.62499999999998,0,0,66,66,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
94,64,3,3,17096.178699999997,0.0,105.87859999999999,17.172800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3703.6208,0.0,-310.06869999999986,0.0,268,320.0,311.2173,17.172800000000002,162.08409999999995,0.0,0.0,0.0,0.0,0.0,0,96.6454,320.0,311.2173,118.29720000000005,45.5,0.0,0.0,0.05,4.938195652173912,5.798929230769232,3.1416944881889766,NaN,4.213362802740021,9.609868159303685,130.0,138.0,65.0,256.0,208.0,25.0,11,0,0,1,6,8.0,256.0,8537.674700000001,1826.3432,2122.7588,26,70,0,5,0.291621880552851,0.5964334161237275,0.3404094027861906,0,1059.8866999999998,681.4709999999998,6,0,127.0,0,0,0,0.0,0,0.0,25471.36829048192,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,398.9952,51.0,809.1358,2,145.956,102.1696,3.0502819512659998,640.0,51.09375,1.6214819921874999,0,0,0.0,0,0.0,327.0,25,5.647311686197917,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11,0.0,0,8,0.0,0,0.0,2324.8735,97.17309999999999,9.877855715414057,0.0,9.877855715414057,0.0,145.956,5171.4424,4758.2378,0.6457667917154137,59,19784.603360945515,5,5686.764929536408,3,0.0,3,0.0,2,96.6454,3703.6208,50.62499999999998,0,0,65,65,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
95,64,3,3,17104.82650000001,0.0,93.55110000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3717.2185,0.0,-311.1274999999998,0.0,268,320.0,311.35220000000004,0.0,157.90420000000006,0.0,0.0,0.0,0.0,0.0,0,97.3158,320.0,311.35220000000004,118.2229,45.5,0.0,0.0,0.05,5.044759541984733,5.868252238805978,3.1788890756302535,NaN,4.161305482862834,9.321572114524576,134.0,131.0,67.0,254.66666666666666,211.0,25.0,10,0,0,0,6,5.0,256.0,8551.5224,1787.6954999999998,2122.0486,26,70,0,5,0.29311403078357134,0.5967348030652333,0.3295222493307217,0,1061.3027999999997,660.8634999999999,6,0,119.0,0,0,0,0.0,0,0.0,25485.215990481916,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,378.2878000000002,50.0,829.0257,2,132.2729,92.59179999999998,3.0502819512659998,640.0,51.09375,1.6176796484374998,0,0,0.0,0,0.0,327.0,25,5.681291829427084,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2324.8735,85.3676,0.0,0.0,0.0,0.0,132.2729,5216.291200000001,4738.7698,0.6459325617127418,59,19788.86346094551,5,5696.352529536408,3,0.0,3,0.0,2,97.3158,3717.2185,50.62499999999998,0,0,67,67,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
96,64,3,3,17113.29680000001,0.0,81.22399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3729.4806,0.0,-312.06309999999985,0.0,268,320.0,311.52969999999993,0.0,158.2903,0.0,0.0,0.0,0.0,0.0,0,97.51410000000001,320.0,311.52969999999993,118.18369999999996,45.5,0.0,0.0,0.05,5.064930370370369,5.920168656716418,3.157163846153848,NaN,4.1838448061140365,9.041924951088838,134.0,135.0,67.0,256.0,213.0,25.0,10,0,0,0,9,3.0,256.0,8525.311199999998,1754.4216999999999,2135.6891,26,70,0,5,0.2925555011557819,0.5970949092487756,0.3197888131732032,0,1074.9671999999998,683.7655999999998,9,0,130.0,0,0,0,0.0,0,0.0,25459.004790481922,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,410.43130000000025,52.0,870.8801000000001,2,133.6885,93.58219999999999,3.0502819512659998,640.0,51.09375,1.6220197070312494,0,0,0.0,0,0.0,327.0,25,5.6987791341145835,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2324.8735,73.5621,0.0,0.0,0.0,0.0,133.6885,5221.073600000001,4760.990900000001,0.6462179085849382,59,19765.875960945516,5,5693.128829536408,3,0.0,3,0.0,2,97.51410000000001,3729.4806,50.62499999999998,0,0,67,67,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
97,64,3,3,17121.5989,0.0,69.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3739.6627,0.0,-312.87539999999984,0.0,268,320.0,311.69790000000006,0.0,156.69370000000004,0.0,0.0,0.0,0.0,0.0,0,97.4395,320.0,311.69790000000006,118.16440000000001,45.5,0.0,0.0,0.05,5.0978683823529405,5.915204411764706,3.2124000000000015,NaN,4.135719124264446,8.770667202556172,136.0,136.0,68.0,256.0,214.0,25.0,9,0,0,0,6,5.0,256.0,8514.7282,1728.1730000000002,2154.5631,26,70,0,5,0.2958021299493738,0.5993037793492375,0.3124292195887288,0,1069.0696000000005,693.3100999999999,6,0,117.0,0,0,0,0.0,0,0.0,25448.42179048192,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,375.85080000000016,51.0,887.0324,2,128.4316,89.90129999999999,3.0502819512659998,640.0,51.09375,1.6237340820312496,0,0,0.0,0,0.0,327.0,25,5.733477539062499,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9,0.0,0,8,0.0,0,0.0,2324.8735,62.1562,0.0,0.0,0.0,0.0,128.4316,5269.089800000001,4769.7685,0.6481105171268302,59,19723.009360945507,5,5725.412429536408,3,0.0,3,0.0,2,97.4395,3739.6627,50.62499999999998,0,0,68,68,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
98,64,3,3,17129.7456,0.0,59.9792,0.6727,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,3750.8315,0.0,-313.56909999999976,0.0,268,320.0,311.8533,0.6727,158.35159999999993,0.0,0.0,0.0,0.0,0.0,0,97.37360000000001,320.0,311.8533,118.1337,45.5,0.0,0.0,0.05,5.078243165467625,5.860438805970143,3.190061682242991,NaN,4.12139197303922,8.507547186479487,134.0,139.0,67.0,256.0,213.0,25.0,10,0,0,1,10,7.0,256.0,8522.0088,1697.6877000000002,2188.382,26,70,0,5,0.3000955280930948,0.6008282781530081,0.31561384569845274,0,1061.7325999999998,705.8757999999999,10,0,107.0,0,0,0,0.0,0,0.0,25455.702390481918,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,341.33660000000003,52.0,873.462,2,134.05929999999998,93.8421,3.0502819512659998,640.0,51.09375,1.6217347070312498,0,0,0.0,0,0.0,327.0,25,5.738535481770834,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,2325.5462,53.2115,9.677591692626777,0.0,9.677591692626777,0.0,134.05929999999998,5317.435800000001,4759.5317000000005,0.6494147942570541,59,19707.39336094551,5,5748.309029536407,3,0.0,3,0.0,2,97.37360000000001,3750.8315,50.62499999999998,0,0,67,67,"no greed, equilibrium start",sumsy,2,0.0,6.254740923,,,,,,,,,,,,,,,
