round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,variant,system,seed,identity,seconds,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate
11,64,3,3,5022.937499999998,0.0,3890.110424700291,160.9836,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,32.0839,0.0,-114.1547000000001,0.0,535,320.0,65.15490000000001,259.59720000000004,32.48000000000002,0.0,0.0,0.0,0.0,0.0,35,111.4946,320.0,65.15490000000001,32.379100000000015,45.5,0.0,0.0,0.010616721912643897,5.3004493055555555,5.19078181818182,1.7492999999999987,NaN,3.1112199358622696,2.8907025774281183,154.0,144.0,77.0,256.0,197.0,25.0,14,0,0,0,11,0.0,256.0,2486.335,720.4739,1561.3996,19,77,0,4,0.22367370924473184,0.809355665952358,0.28645171361915245,0,919.7910999999999,763.2647,0,0,40.0,64,0,0,2486.335,19,31699.514161597403,31699.514161597403,0.0,16,40,0,1.5,0,0.0,64,64,31699.514161597403,19,5120.0,0,21,69.97199999999995,16.0,111.1505,2,0.3365,0.2357,5.879406081948348,640.0,83.59375,0.7430390968633819,26,0,0.0,0,181.34019119006192,535.0,37,5.373584339863879,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,14,0.0,0,8,0.0,0,0.0,966.4551000000001,1408.0994000000003,580.2568703360096,0.0,580.2568703360096,0.0,0.3365,1432.4962,2393.024,0.8267695411357547,60,24225.474029713176,4,7474.040131884225,3,0.0,3,0.0,2,284.2221,-620.8588999999998,39.63084156676371,0,0,77,77,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
12,64,3,3,5272.299499999997,0.0,3841.8001999999997,211.16299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,34.7161,0.0,-130.1237,0.0,562,320.0,70.638,1559.4035000000001,35.1181,0.0,0.0,0.0,0.0,0.0,36,117.1837,320.0,70.638,35.1181,45.5,0.0,0.0,0.05,5.199744827586206,5.07493108108108,1.7493,NaN,3.2086188612891746,2.803981500105274,148.0,145.0,74.0,256.0,195.0,25.0,14,0,0,0,13,0.0,256.0,2533.2063000000007,723.5832,1729.3292999999999,19,77,0,4,0.2474768777961358,0.8078308399567211,0.29870423774059174,0,931.2051,753.9629999999999,0,0,50.0,64,0,0,2533.2063000000007,19,33099.02529694009,33099.02529694009,0.0,17,50,0,1.5,0,0.0,64,64,33099.02529694009,19,5120.0,0,18,87.465,20.0,134.2809,2,0.0,0.0,6.2009373855692385,640.0,83.26171875,0.8136343106334422,26,0,0.0,0,213.97744939347436,532.875,37,5.441377505031641,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,14,0.0,0,8,0.0,0,0.0,1057.4321,1465.9685000000006,310.4213257624795,0.0,310.4213257624795,0.0,0.0,1402.1470000000002,2587.1933999999997,0.8255007592820096,60,25347.79999529896,4,7751.225301641127,3,0.0,3,0.0,2,279.6779,-660.5239999999998,39.91133208367823,0,0,74,74,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
13,64,3,3,5517.075,0.0,3768.164699999999,194.2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,39.6766,0.0,-146.64300000000003,0.0,579,320.0,75.22449999999999,486.84510000000006,40.149699999999996,0.0,0.0,0.0,0.0,0.0,37,120.4431,320.0,75.22449999999999,37.3761,45.5,0.0,0.0,0.04197871985047123,5.068838815789474,5.143332,1.7208272727272726,NaN,3.1667524325708416,2.719862055102116,150.0,152.0,75.0,256.0,202.0,25.0,12,0,0,1,16,0.0,256.0,2622.7084000000004,732.5795,1869.9360000000001,19,77,0,4,0.24657960450349736,0.8074973977615567,0.27564656749162664,0,943.7919999999999,770.4635000000001,0,0,44.0,64,0,0,2622.7084000000004,19,34934.89701174226,34934.89701174226,0.0,25,44,0,1.5,0,0.0,64,64,34934.89701174226,19,5120.0,0,23,75.7164,25.0,131.7314,2,9.2447,6.470800000000004,5.786400192094242,640.0,77.7734375,0.8687246204042065,42,0,0.0,0,219.44425123640312,497.75,37,6.112476411914988,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,12,0.0,0,8,0.0,0,0.0,1122.9625,1498.9728,333.1836958996013,0.0,333.1836958996013,0.0,9.2447,1353.6613000000002,2734.2469,0.825404981762005,60,26724.92305549131,4,8209.973956250948,3,0.0,3,0.0,2,272.704,-693.8436999999998,39.77274359051346,0,0,75,75,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
14,64,3,3,5755.5812,0.0,3681.581900000001,187.2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,45.4452,0.0,-163.24371830883595,0.0,589,320.0,81.49380000000001,401.30559999999997,46.0161,0.0,0.0,0.0,0.0,0.0,44,122.44829999999999,320.0,81.49380000000001,40.4608,45.5,0.0,7.2589,0.05,4.983730674846623,4.982476315789477,1.72585,NaN,3.084553082387543,2.6382661934490526,152.0,163.0,76.0,254.66666666666669,211.0,25.0,10,0,0,1,12,0.0,256.0,2645.3624,729.7781,1999.5278000000003,19,77,0,4,0.291049680471001,0.8077476274289017,0.2460335081765057,0,953.1088000000002,812.3480999999995,0,0,80.0,64,0,0,2645.3624,19,36069.8665805953,36069.8665805953,0.0,36,80,0,1.5,0,0.0,64,64,36069.8665805953,19,5120.0,0,129,138.068,32.0,213.01940000000002,2,18.519000000000002,12.964700000000008,6.023069090216792,640.0,76.81640625,0.9413784054149927,134,0,0.0,0,145.9645602390769,491.625,37,6.346126535694978,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,1179.8235,1539.8003000000003,265.6735214374322,0.0,265.6735214374322,0.0,18.519000000000002,1338.173,2942.3253,0.8257637158236149,60,27512.96907884014,4,8556.897501755166,3,0.0,3,0.0,2,264.4759,-719.5947999999999,40.00948098343848,0,0,76,76,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
15,64,3,3,5989.3921,0.0,3911.0031947750253,191.5384,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,45.2339,0.0,-180.3789183088366,0.0,642,320.0,86.1891,4397.9527,45.797700000000006,0.0,0.0,0.0,0.0,0.0,39,123.807,320.0,86.1891,42.8129,45.5,0.0,0.0,0.05,4.915187755102039,5.022123529411764,1.6860470588235297,NaN,3.02475320506069,2.559118207645581,170.0,147.0,85.0,254.66666666666666,233.0,25.0,5,0,0,0,13,0.0,256.0,2779.1367999999998,765.8501,1980.456,11,85,0,2,0.31689899742430816,0.8065181012774936,0.16340320345007386,0,1004.4004999999997,722.5325999999998,0,0,51.0,64,0,0,2779.1367999999998,11,37980.08666414956,37980.08666414956,0.0,19,51,0,1.5,0,0.0,64,64,37980.08666414956,11,5120.0,0,40,85.98840000000001,36.0,294.9083,2,9.9508,6.965799999999999,6.391076972960718,640.0,76.40625,0.9916083934979742,50,0,0.0,0,259.4215472879927,489.0,37,6.38128836736188,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5,0.0,0,8,0.0,0,0.0,1303.438,1582.1846999999998,385.94118252262706,0.0,385.94118252262706,0.0,9.9508,1371.2222000000002,3041.2144,0.8250390430404964,62,29595.799163030944,2,8384.287501118615,3,0.0,3,0.0,2,255.60130000000004,-744.3871999999999,40.173224346878285,0,0,85,85,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
16,64,3,3,6218.675600000002,0.0,3694.6002999999987,91.51669999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,54.442,0.0,-197.8036183088364,0.0,644,320.0,90.71650000000002,100.27359999999999,55.16039999999999,0.0,0.0,0.0,0.0,0.0,40,124.6401,320.0,90.71650000000002,44.999199999999995,45.5,0.0,0.0,0.015841005360069275,4.750081645569621,4.92537466666667,1.6738,NaN,3.012043868058853,2.4823446614162132,150.0,158.0,75.0,256.0,215.0,25.0,10,0,0,0,17,0.0,256.0,3005.815099999999,734.2786,2051.9094,11,85,0,2,0.3569637000251613,0.8058121062439885,0.2310184557143773,0,942.7133000000001,750.5129000000001,0,0,39.0,64,0,0,3005.815099999999,11,38721.25549236561,38721.25549236561,0.0,31,39,0,1.5,0,0.0,64,64,38721.25549236561,11,5120.0,0,27,65.2782,38.0,247.59040000000002,2,33.8693,23.70850000000001,6.518290925802752,640.0,76.11328125,1.007894567502126,35,0,0.0,0,236.74203378402737,487.125,37,6.394286175540715,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0,8,0.0,0,0.0,1303.438,1505.0399,220.54683516556182,0.0,220.54683516556182,0.0,33.8693,1546.0173000000004,3033.7784,0.8246132271845035,62,30106.894351149356,2,8614.361141216257,3,0.0,3,0.0,2,246.2011,-759.0289999999999,39.338777477775125,0,0,75,75,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
17,64,3,3,6442.714399999996,0.0,3547.4228999999996,164.12639999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,53.1929,0.0,-214.44361830883625,0.0,666,320.0,95.9612,1099.5250999999998,53.88910000000001,0.0,0.0,0.0,0.0,0.0,41,124.73070000000001,320.0,95.9612,47.63260000000001,45.5,0.0,0.0,0.05,4.673162580645161,4.871421951219507,1.6351999999999987,NaN,2.928503994054468,2.407874321573727,164.0,155.0,82.0,256.0,231.0,25.0,5,0,0,1,18,0.0,256.0,3189.943900000001,734.4927,2066.02,11,85,0,2,0.4070038293816074,0.8033428493207255,0.17347136880076341,0,967.1900999999999,724.3401999999999,0,0,54.0,64,0,0,3189.943900000001,11,39451.793616335424,39451.793616335424,0.0,28,54,0,1.5,0,0.0,64,64,39451.793616335424,11,5120.0,0,37,88.30079999999992,40.0,274.3342,2,20.8541,14.598200000000006,6.6531070035750925,640.0,75.7421875,1.0404077917725743,44,0,0.0,0,295.7530861207337,484.75,37,6.297853650908834,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5,0.0,0,8,0.0,0,0.0,1374.0110000000002,1521.0849999999994,314.37428443251724,0.0,314.37428443251724,0.0,20.8541,1592.8619,3074.8469000000005,0.8225766076344183,62,30673.523738174954,2,8778.269878160474,3,0.0,3,0.0,2,236.0584,-772.6497999999999,38.91112345735975,0,0,82,82,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
18,64,3,3,6662.3703000000005,0.0,3314.2023000000004,85.6712,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,56.8723,0.0,-231.10504330883614,0.0,683,320.0,100.34409999999997,653.5218,57.6404,0.0,0.0,0.0,0.0,0.0,42,124.9887,320.0,100.34409999999997,49.788000000000004,45.5,0.0,0.0,0.05,4.568239735099337,4.887266265060244,1.6325465517241358,NaN,2.874033969946462,2.335638091926515,166.0,151.0,83.0,254.66666666666666,238.99999999999997,25.0,3,0,0,0,13,0.0,256.0,3442.1073999999994,751.6531,2036.7631000000001,11,85,0,2,0.4350572087030169,0.8027449456259736,0.1423995131202116,0,972.5427999999999,689.8041999999999,0,0,58.0,64,0,0,3442.1073999999994,11,37256.2879928038,37256.2879928038,0.0,23,58,0,1.5,0,0.0,64,64,37256.2879928038,11,5120.0,0,52,94.68769999999988,46.0,249.98569999999998,2,26.1766,18.3244,6.202656803576745,640.0,75.48828125,1.0612427764865693,62,0,0.0,0,225.808840165038,483.125,37,6.129109755913017,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0,8,0.0,0,0.0,1410.8926000000001,1450.8953,419.00636211031775,0.0,419.00636211031775,0.0,26.1766,1717.4228000000003,3038.4019,0.8219117383576071,62,28821.97062466515,2,8434.317368138647,3,0.0,3,0.0,2,226.0831,-781.5337,38.69195077189688,0,0,83,83,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
19,64,3,3,6876.923900000003,0.0,3068.972300000001,72.88580000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,61.6563,0.0,-246.27287161462107,0.0,695,320.0,105.44640000000003,685.0003000000002,62.51,0.0,0.0,0.0,0.0,0.0,48,124.38390000000001,320.0,105.44640000000003,52.2964,45.5,0.0,0.0,0.05,4.466868211920527,4.918948717948712,1.6149999999999987,NaN,2.8251680696068764,2.26556894916872,156.0,151.0,78.0,256.0,235.0,25.0,5,0,0,1,13,0.0,256.0,3687.3777999999998,735.6352,2058.8847,11,85,0,2,0.4881064312829566,0.7951543620195125,0.16335845592443832,0,943.8142000000001,674.4970999999996,0,0,61.0,64,0,0,3687.3777999999998,11,37305.600529648975,37305.600529648975,0.0,24,61,0,1.5,0,0.0,64,64,37305.600529648975,11,5120.0,0,32,98.51499999999992,52.0,208.986,2,34.0464,23.832900000000002,6.192764874447732,640.0,75.0390625,1.0841541221681168,49,0,0.0,0,350.39298013208503,480.25,37,5.878902862119946,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5,0.0,0,8,0.0,0,0.0,1445.7711000000002,1372.6306,374.96601053603814,0.0,374.96601053603814,0.0,34.0464,1900.2621000000001,3003.5059,0.8154760751762158,62,28958.08797097534,2,8347.51255867363,3,0.0,3,0.0,2,215.245,-784.1906,38.57962477059716,0,0,78,78,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
20,64,3,3,7087.030399999999,0.0,2781.468700000001,38.3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,64.0405,0.0,-261.18399661462087,0.0,713,320.0,109.89349999999997,1073.2678000000003,64.89509999999999,0.0,0.0,0.0,0.0,0.0,44,124.0567,320.0,109.89349999999997,54.51999999999999,45.5,0.0,0.0,0.05,4.377164900662249,4.830067088607592,1.6034999999999986,NaN,2.777510758356654,2.1976018806936577,158.0,151.0,79.0,254.66666666666666,239.0,25.0,3,0,0,0,17,0.0,256.0,4008.499999999998,718.3503,2035.3019,11,85,0,2,0.5277784621741302,0.7905013168639314,0.149008985824872,0,936.9401999999999,660.9518999999997,0,0,42.0,64,0,0,4008.499999999998,11,34461.83094722056,34461.83094722056,0.0,23,42,0,1.5,0,0.0,64,64,34461.83094722056,11,5120.0,0,50,67.34699999999994,54.0,136.781,2,34.5864,24.210699999999996,5.604091994643815,640.0,74.47265625,1.0927056648572537,62,0,0.0,0,330.78906704381086,476.625,37,5.664614242884721,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0,8,0.0,0,0.0,1445.7711000000002,1259.5174000000004,520.4567730391194,0.0,520.4567730391194,0.0,34.5864,2157.9208000000003,2890.4332,0.8111548158721449,62,26862.803078890487,2,7599.027868330083,3,0.0,3,0.0,2,204.6845,-783.0695,38.52205769493104,0,0,79,79,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
21,64,3,3,7292.692400000002,0.0,2558.2700000000004,107.4153,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,68.3138,0.0,-275.41547161462074,0.0,736,320.0,114.338,1347.1269999999993,69.28410000000001,0.0,0.0,0.0,0.0,0.0,32,123.6551,320.0,114.338,56.6836,45.5,0.0,0.0,0.05,4.288301282051283,4.8340807692307735,1.5932999999999995,NaN,2.7439588224337768,2.1316738242728483,156.0,156.0,78.0,256.0,240.0,25.0,3,0,0,1,18,0.0,256.0,4228.394799999998,701.9676999999999,2093.4312999999997,11,85,0,2,0.5523819161529098,0.7899506531871257,0.14681207485214154,0,926.9553999999999,668.9750000000001,0,0,44.0,64,0,0,4228.394799999998,11,33536.464131648296,33536.464131648296,0.0,29,44,0,1.5,0,0.0,64,64,33536.464131648296,11,5120.0,0,17,70.10519999999998,57.0,76.9297,2,42.0004,29.40079999999999,5.410639322537721,640.0,74.08203125,1.1202715895186393,27,0,0.0,0,246.0464414565257,474.125,37,5.500033449596496,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0,8,0.0,0,0.0,1532.8736000000001,1214.9148999999998,543.9412845789482,0.0,543.9412845789482,0.0,42.0004,2301.033299999999,2872.3286999999996,0.810803167352582,62,26175.98944228084,2,7360.474689367456,3,0.0,3,0.0,2,194.0496,-775.8532999999999,38.49255456865216,0,0,78,78,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
22,64,3,3,7493.696100000001,0.0,2366.6763,86.9483,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,69.3337,0.0,-290.3967997780336,0.0,746,320.0,118.99629999999999,597.7558,70.31040000000002,0.0,0.0,0.0,0.0,0.0,21,124.1107,320.0,118.99629999999999,59.0098,45.5,0.0,0.0,0.049264916412523986,4.222561333333331,4.729515000000004,1.5833000000000006,NaN,2.6986767726321306,2.0677236095446627,160.0,150.0,80.0,254.66666666666669,245.00000000000003,25.0,1,0,0,1,17,0.0,256.0,4464.9398,740.6016,2043.814,11,85,0,2,0.5756495347932797,0.7785815261335494,0.12658241243632573,0,924.1755,633.3841999999997,0,0,29.0,64,0,0,4464.9398,11,30866.985485553803,30866.985485553803,0.0,23,29,0,1.5,0,0.0,64,64,30866.985485553803,11,5120.0,0,24,45.915700000000015,58.0,50.896300000000004,2,37.668800000000005,26.367099999999997,4.863542833822858,640.0,73.59375,1.1333961539837714,37,0,0.0,0,293.0682426288926,471.0,37,5.215885419938805,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,8,0.0,0,0.0,1603.0809000000002,1152.2552000000003,596.8102436512963,0.0,596.8102436512963,0.0,37.668800000000005,2422.4168,2835.3119,0.8006108216414194,62,24091.56989474781,2,6775.4155908059965,3,0.0,3,0.0,2,183.9538,-765.0584999999999,38.47743421643423,0,0,80,80,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
23,64,3,3,7689.869699999998,0.0,2345.807999999999,188.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,72.8091,0.0,-304.97491681972963,0.0,756,320.0,123.82639999999999,723.1783000000003,73.8545,0.0,0.0,0.0,0.0,0.0,20,122.8354,320.0,123.82639999999999,61.39069999999999,45.5,0.0,0.0,0.05,4.062647741935485,4.6545012820512754,1.5762,NaN,2.671291503401364,2.005691901258323,156.0,155.0,78.0,254.66666666666669,245.0,25.0,1,0,0,0,21,0.0,256.0,4549.916400000001,819.3111,2014.4715999999999,11,85,0,2,0.5887812109031278,0.7718523833213022,0.12975905808948696,0,914.9250999999999,629.7104000000002,0,0,40.0,64,0,0,4549.916400000001,11,30893.001567901403,30893.001567901403,0.0,28,40,0,1.5,0,0.0,64,64,30893.001567901403,11,5120.0,0,28,63.048,62.0,110.5261,2,41.5501,29.0861,4.863557476506059,640.0,73.0078125,1.1564771590231357,38,0,0.0,0,249.0087304404297,467.25,37,4.977788725218229,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,8,0.0,0,0.0,1752.2205000000004,1207.3196000000003,406.12962492900755,0.0,406.12962492900755,0.0,41.5501,2447.4712,2944.3088000000002,0.7949883522417331,62,24267.336348884222,2,6625.665219017177,3,0.0,3,0.0,2,173.561,-749.5247999999999,37.988717108217116,0,0,78,78,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
24,64,3,3,7881.3233,0.0,2288.5728,127.11840000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,78.0984,0.0,-321.23972501042965,0.0,760,320.0,128.5464,308.21619999999996,79.26059999999997,0.0,0.0,0.0,0.0,0.0,15,121.92139999999999,320.0,128.5464,63.69190000000001,45.5,0.0,0.0,0.05,4.014194871794872,4.514103797468353,1.5666999999999989,NaN,2.6095992258064524,1.9455211442205729,158.0,156.0,79.0,256.0,250.0,25.0,1,0,0,0,16,0.0,256.0,4663.8593,905.1882,2019.5810000000001,11,85,0,2,0.6071945780370134,0.7654907983865145,0.11377145166912261,0,909.7446999999997,626.2144,0,0,40.0,64,0,0,4663.8593,11,30851.18346832718,30851.18346832718,0.0,28,40,0,1.5,0,0.0,64,64,30851.18346832718,11,5120.0,0,25,62.66799999999996,65.0,92.67500000000001,2,51.8898,36.32140000000001,4.840835785982809,640.0,72.5,1.1717662650584426,36,0,0.0,0,239.4041866614989,464.0,37,4.869127262416994,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,8,0.0,0,0.0,1857.8626000000004,1207.9201999999998,445.3690804285718,0.0,445.3690804285718,0.0,51.8898,2578.2503000000006,3017.4442,0.7897042309470623,62,24325.782943874554,2,6525.400524452627,3,0.0,3,0.0,2,164.4694,-725.2352,37.74435855410856,0,0,79,79,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
25,64,3,3,8067.6411,0.0,2118.9000000000005,21.5109,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,83.4637,0.0,-339.18559595894504,0.0,774,320.0,133.6822,1164.5185000000001,84.73999999999998,0.0,0.0,0.0,0.0,0.0,10,119.90530000000001,320.0,133.6822,66.2028,45.5,0.0,81.64339999999999,0.05,3.92033765432099,4.492847499999997,1.5610000000000013,NaN,2.5921776262019227,1.887155509893956,160.0,162.0,80.0,256.0,256.0,24.0,0,0,0,0,19,0.0,256.0,4797.409899999999,982.7139999999999,1997.8183,11,85,0,2,0.6364656963776432,0.7634873014562826,0.16623959675377864,0,836.7543999999999,635.0947000000003,0,0,50.0,64,0,0,4797.409899999999,11,31683.90831987947,31683.90831987947,0.0,34,50,0,1.5,0,0.0,64,64,31683.90831987947,11,5120.0,0,36,78.05000000000007,70.0,86.3299,2,61.79279999999999,43.25520000000001,4.986586298404663,640.0,71.85546875,1.1840750661229715,41,0,0.0,0,186.4433800810778,459.875,37,4.759335586844822,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,1857.8626000000004,1102.3776,463.8103732347898,0.0,463.8103732347898,0.0,61.79279999999999,2703.566099999999,3066.8622,0.7884102193796145,62,24957.500975955965,2,6726.407343923501,3,0.0,3,0.0,2,155.22250000000003,-690.9030000000001,37.62217927705428,0,0,80,80,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
26,64,3,3,8250.698199999999,0.0,2113.943700000001,186.8985,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,93.0713,0.0,-358.3515959589452,0.0,806,320.0,136.94289999999998,4989.931400000001,85.96929999999999,0.0,0.0,0.0,0.0,0.0,0,117.5791,320.0,136.94289999999998,67.75229999999999,45.5,0.0,161.79279999999994,0.05,3.792172611464968,4.455965060240967,1.5480000000000014,NaN,2.555286885850697,1.8305408445971376,166.0,157.0,83.0,256.0,256.0,18.0,0,0,0,0,15,0.0,256.0,4845.092099999999,1058.5546,1992.5987,11,85,0,2,0.6287204720396335,0.7539853212650824,0.1646030086633643,0,828.2992999999998,595.3711,0,0,40.0,64,0,0,4845.092099999999,11,28619.919464707415,28619.919464707415,0.0,29,40,0,1.5,0,0.0,64,64,28619.919464707415,11,5120.0,0,37,61.92000000000005,70.0,143.8024,2,60.7221,42.505399999999995,4.389892290826761,640.0,71.66015625,1.2205716962415385,46,0,0.0,0,226.0048917228868,458.625,37,4.496755462658734,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,8,0.0,0,0.0,2002.3943,1174.4527000000003,418.40901210336494,0.0,418.40901210336494,0.0,60.7221,2691.731,3194.9557,0.7798534631270138,62,22686.97800004445,2,5932.941464662964,3,0.0,3,0.0,2,147.65109999999999,-638.9397000000002,38.031366879490314,0,0,83,83,"mixed greed, 2 shows, fully responsive",sumsy,1,1.8189894035458565e-12,45.940000435,,,,,,,,,,,,,,,
